isim,Spotify_Isim,Spotify_ID,Takipci,EveryNoise_Tur,Spotify_Tur
Erol Budan,Erol Budan,4r9t7rBLK2rjouMVJz4hdx,56791,arabesk,arabesk
Devran Çağlar,Devran Çağlar,6rRbz3jKrfB566wnLBYSCW,90612,arabesk,arabesk
Güllü,Güllü,533wb2q2kU814aFEWaIlG2,980451,arabesk,arabesk
Gülnaz,Gülnaz,6MOslpXqNim9FB9roqWrlg,44340,arabesk,arabesk
Zeki Erdem,Zeki Erdem,78wDVx6qFu0Cm2zCdwjWN1,35558,arabesk,arabesk
Sinan Zorbey,Sinan Zorbey,7si5RPHEQYUHtN4hPp5W8Q,25177,arabesk,arabesk
Cengiz Kurtoğlu,Cengiz Kurtoğlu,73wqUOsgp2DZd4IAmf48Gn,1584368,arabesk,arabesk
Metin Şentürk,Metin Şentürk,2uCyCZTOcXN7OmSrEcekT8,39041,arabesk,"arabesk, turkish pop, traditional folk"
Metin Işık,Metin Işık,7KutQsUSxrYlTZACSGEN8L,136225,arabesk,"arabesk, oyun havasi"
Ferdi Tayfur,Ferdi Tayfur,6WLkcqDXHgfe80TNMH1C5z,1438504,arabesk,arabesk
Bülent Gökçe,Bülent Gökçe,621d9tSNN3a6V7IZVzMsMY,32056,oyun havasi,"oyun havasi, arabesk"
Selahattin Özdemir,Selahattin Özdemir,6EwIOKoGaVIAo8nNAD0BKq,99391,arabesk,arabesk
Atilla Kaya,Atilla Kaya,55dxJQtMgnMst1oFt98djw,67052,arabesk,arabesk
Davut Güloğlu,Davut Güloğlu,14NI6E1Msm1FSPtv7jFJW5,118387,karadeniz pop,"karadeniz folk, oyun havasi, turkish pop, arabesk"
Azer Bülbül,Azer Bülbül,2E7qpjo4NUBhV8tEUdPVkJ,1472017,arabesk,"arabesk, turkish hip hop, oyun havasi"
Hakan Gürses,Hakan Gürses,7tO7OuUIthTRIlnvH9mO8i,19339,arabesk,arabesk
Yusuf Harputlu,Yusuf Harputlu,3Ffr0HQVxNP9vJME5lvmzN,52444,arabesk,"arabesk, oyun havasi"
Berdan Mardini,Berdan Mardini,2oeGCE0qqEpX9wHC2pn4D3,95811,arabesk,"oyun havasi, arabesk"
İzzet Yıldızhan,İzzet Yıldızhan,5iUmW1jVppNVIKVcr8Ut3n,38086,arabesk,"oyun havasi, arabesk"
Mahsun Kırmızıgül,Mahsun Kırmızıgül,6MQG9Qgu1mfyG5AdqGWcnU,515520,arabesk,"arabesk, turkish pop, oyun havasi"
Adnan Senses,Adnan Senses,3cVYOxG4nq0Grh5er8ZKkk,61135,arabesk,"arabesk, oyun havasi"
Uğur Karakuş,Uğur Karakuş,3ZSy5XETvBGpaP5eU96X09,71927,arabesk,"arabesk, oyun havasi"
Küçük İbo,Küçük İbo,4QXTCh4sOcer3ZMUkqL6i8,19840,arabesk,arabesk
Çubuklu Yaşar,Çubuklu Yaşar,1SHnJMsOR4WEqZFXZAqI7n,34227,oyun havasi,oyun havasi
Gaye Aksu,Gaye Aksu,4HtJueBZr7JJ7ZlQHNJzql,23000,arabesk,"arabesk, karadeniz folk"
Bergen,Bergen,0OjAaymO59uGiFmfpJrQpl,1859036,arabesk,arabesk
Ayhan Aşan,Ayhan Aşan,20AWjarFQxKd05yInuHzgt,16561,arabesk,"arabesk, oyun havasi"
Coskun Sabah,Coskun Sabah,3t9amHxqH06I4C0TrXgz86,41756,arabesk,arabesk
Ugur Arslan,Ugur Arslan,6hYwnbYkyDgxo5dDL3nKxr,21180,arabesk,arabesk
Ankaralı Coşkun,Ankaralı Coşkun,3tG5FkNsoq0TYXhviTMAHE,30816,arabesk,"oyun havasi, arabesk"
Cankan,Cankan,4ig7U6uZzEDp3nlpWlE8yq,35756,arabesk,"turkish pop, arabesk"
Şebnem Kısaparmak,Şebnem Kısaparmak,5wKPFWvpqhvWQtlyZUo83U,16097,arabesk,arabesk
Tuncay Tuncel,Tuncay Tuncel,1pRYZKg3tv8VJN1TfrCUXJ,19571,arabesk,"arabesk, oyun havasi"
Enver Yılmaz,Enver Yılmaz,0mft5ucnpcLV3DVvdxPrP4,59601,arabesk,arabesk
Ümit Yaşar,Ümit Yaşar,5YugT8CVb9xBDSKs8EvHKR,40088,arabesk,arabesk
Yunus Bülbül,Yunus Bülbül,3EXGKe9HqAzFRHPuo9za5i,10269,arabesk,arabesk
Derviş,Derviş,7E7DexvnrIR4szN1OSvmqw,15209,arabesk,arabesk
Ali Seven,Ali Seven,38kFzcTZdYMWxqnkIR2eI0,13631,arabesk,"arabesk, tropical music"
Ahmet Şafak,Ahmet Şafak,24gLJANAKvytHDVboMg7N2,184108,ulkucu sarkilar,arabesk
Taner Olgun,Taner Olgun,1gPllJoBfKLSOK6ObJKVjI,34987,arabesk,"oyun havasi, arabesk, karadeniz folk"
Vahdet Vural,Vahdet Vural,0BeoHj2lY542bzDsqv63rg,13869,arabesk,arabesk
Yakup Ekin,Yakup Ekin,0UI878LLMOdo8LKz85hEu0,31690,arabesk,"arabesk, turkish pop"
Cengiz İmren,Cengiz İmren,5s7jVGtl4ggIcrBEOgAfgP,21578,arabesk,"arabesk, oyun havasi, turkish pop"
Nuri Sesigüzel,Nuri Sesigüzel,4GnCtHBOhSZt9XOYAlV54G,16246,arabesk,"arabesk, oyun havasi"
Mine Koşan,Mine Koşan,2ditOd9fNYAscQhUmYhfXh,48532,arabesk,arabesk
Toprak,Toprak,0CGNmvTWWHP8ma72Zz9GZB,11946,arabesk,"arabesk, oyun havasi"
Gökhan Doğanay,Gökhan Doğanay,3fRY4aztcLLh1Hwlq5yc5c,189451,arabesk,"arabesk, oyun havasi"
Arap Şükrü,Arap Şükrü,0WAK3e5DJ0l35Fu3mbCAwq,174068,arabesk,arabesk
Mustafa Keser,Mustafa Keser,0M4jyxbQ9vrCql6jYi2y0o,37597,turk sanat muzigi,"arabesk, oyun havasi"
Müslüm Gürses,Müslüm Gürses,4cMwyqmHCwJjRZ3frIVHTr,9859993,arabesk,arabesk
Mustafa Küçük,Mustafa Küçük,21wUPPJiWMAfuP5G6akLbV,30081,arabesk,"oyun havasi, arabesk, karadeniz folk"
Ferman Akdeniz,Ferman Akdeniz,5B9K2YDPWSbgjfVLu1Xaor,24697,arabesk,arabesk
Eyüp Öztekin,Eyüp Öztekin,3pEm4fkGxTCoHqvQ6OA0Ht,8041,oyun havasi,"oyun havasi, arabesk"
Hüseyin Tatlı,Hüseyin Tatlı,5tAFPhjnGHrX5AKOiPNmFa,6351,arabesk,arabesk
Ali Kınık,Ali Kınık,0J7kxhnyiFpd0NArVYvexR,274711,ulkucu sarkilar,arabesk
Esengül,Esengül,5VnmwZE6S2STk83HEinfAG,21949,arabesk,"arabesk, traditional folk"
Muhittin Seçen,Muhittin Seçen,1wvkkL9QuC8CIhbABZNe8j,6621,arabesk,arabesk
Mazlum,Mazlum,5wlqkqo2Pz9WKZQnNcCRpq,14916,arabesk,arabesk
Uygar Doğanay,Uygar Doğanay,24hR7ZaxdlZLaTnzZOlwMh,444213,arabesk,arabesk
Hüzün,Hüzün,5ah9Qmi20loVCb4Lzf3Yxo,28215,arabesk,arabesk
Ankaralı Yasemin,Ankaralı Yasemin,7LV6zJEDmlEDBdCWtY0NGn,20829,arabesk,"oyun havasi, arabesk"
Sinan Yılmaz,Sinan Yılmaz,3sqT6wh9QNyZQFcluQEMwL,26092,karadeniz pop,"oyun havasi, karadeniz folk"
Veysel Uluağaç,Veysel Uluağaç,7d1k0J5746V02NZ2a4b2Em,18426,arabesk,"arabesk, oyun havasi"
Yağız,Yağız,33kp4aSRQ5uHnMpV7QUaEE,5975,arabesk,"arabesk, oyun havasi"
Safiye Soyman,Safiye Soyman,6CUfTlh37U0KTovgLZK9pw,8895,turk sanat muzigi,"arabesk, turkish pop, oyun havasi"
Güler Işık,Güler Işık,1PTah1bsctWKvQvjPbgGGL,10478,arabesk,"arabesk, oyun havasi"
Aysel Seker,Aysel Seker,0jjmFqtAhdMr2Zz9TYjTpk,7641,arabesk,"arabesk, karadeniz folk"
Malatyalı İbrahim,Malatyalı İbrahim,7kqZ5fww6TfafXVLf1Yz2I,7750,arabesk,arabesk
Ali Tekintüre,Ali Tekintüre,2IIMcq3R5ethW6WC9K44mJ,9629,arabesk,arabesk
Mustafa Uğur,Mustafa Uğur,1ODYSEngtWDs9xaU1fYPOm,5225,arabesk,arabesk
Eda Doğanay,Eda Doğanay,1FtJZKdjpUUSXffDbKrDVm,40534,arabesk,arabesk
Halil Erkal,Halil Erkal,06wmlUg75G47K2FXBEDeyl,10722,bozlak,"oyun havasi, arabesk"
Mersinli İsmail,Mersinli İsmail,2v2HxLMkGWROGdHc2IWcuu,7336,arabesk,"arabesk, oyun havasi"
Ahmet Selçuk İlkan,Ahmet Selçuk İlkan,1oQWUhY5ph2NKxrdsTPiHk,10874,arabesk,arabesk
Mehmet Yakar,Mehmet Yakar,6nvD8fUAq3fGgcEW9vu2Db,6294,arabesk,"oyun havasi, arabesk"
Eyüphan,Eyüphan,2Cmg4o3fowOPU0gUckQevs,41132,arabesk,arabesk
Ayşe Dinçer,Ayşe Dinçer,10hvYFe8uqgX8uoarTU3LP,16090,arabesk,"oyun havasi, arabesk, turkish pop"
Nihat Doğan,Nihat Doğan,4mNXvebeUqgyzNexIm3iDg,3199,arabesk,"oyun havasi, arabesk"
Şahin Kendirci,Şahin Kendirci,4y2dYEsfWCKxncn9nsUdcY,31333,arabesk,"arabesk, oyun havasi"
Şahin,Şahin,0GVPPSJYn48dqLMQ5DQxAx,1210,arabesk,"german hip hop, arabesk"
Apolas Lermi,Apolas Lermi,5EFyUWkG3gjmGBekpC9pS3,102165,karadeniz turkuleri,"karadeniz folk, oyun havasi"
Cengiz Selimoglu,Cengiz Selimoglu,5mxPnzcUD07b0XLKbptBXc,11705,karadeniz turkuleri,"karadeniz folk, oyun havasi"
Niyazi Koyuncu,Niyazi Koyuncu,3OIxJ9nRlqutC29ZtRCLLh,57183,karadeniz turkuleri,karadeniz folk
Şükrü Güler,Şükrü Güler,16usRfHsRBUfyl8JOE1x5H,24895,karadeniz turkuleri,"karadeniz folk, oyun havasi"
Karmate,Karmate,2YytmPCUBUaLN10JyTkohC,156149,karadeniz turkuleri,"karadeniz folk, arabesk"
Sinan Sami,Sinan Sami,3xakZlVXIdXkiAqASCiBZh,28700,karadeniz turkuleri,"karadeniz folk, oyun havasi"
Yakup Atalay,Yakup Atalay,0XcQV2P7Oce7OfK4NC0eOF,10588,karadeniz turkuleri,"karadeniz folk, oyun havasi"
Onay Şahin,Onay Şahin,3T4j5fdpdhQhST5dzQjQV7,65108,karadeniz pop,"karadeniz folk, oyun havasi"
Erkan Yesilyurt,Erkan Yesilyurt,6BuGI0KOnGqBmdCRd8F0bb,10633,karadeniz turkuleri,karadeniz folk
Salih Yılmaz,Salih Yılmaz,768UlWHe6yXv4UFAqX56IM,62627,karadeniz turkuleri,karadeniz folk
Ayhan Alptekin,Ayhan Alptekin,6rdZfk7Exna7S9VPTgfnUL,13495,karadeniz turkuleri,karadeniz folk
Gökhan Birben,Gökhan Birben,0Ul2CwZfgEFqNomkP8sLmc,27634,karadeniz turkuleri,karadeniz folk
Volkan Arslan,Volkan Arslan,0CkmfZj3pPv8LEzo6qZVOv,11115,karadeniz pop,karadeniz folk
Erkan Ocaklı,Erkan Ocaklı,7wy20ALddJtb2LU8POiARI,21027,karadeniz pop,"oyun havasi, karadeniz folk"
Yasemin Yıldız,Yasemin Yıldız,76eDBB3auNvGc491dxUJip,15327,karadeniz turkuleri,"karadeniz folk, arabesk"
Recebim,Recebim,5aKZGoIdxWViQBjQOg6m9f,85989,karadeniz pop,"karadeniz folk, oyun havasi"
İsmail Türüt,İsmail Türüt,33mgPnVArm0A5xFZjbWF1h,80032,karadeniz pop,"karadeniz folk, oyun havasi"
Yusuf Cemal Keskin,Yusuf Cemal Keskin,2vmk8QZ5VceAwlpKqwiXoo,9348,karadeniz turkuleri,karadeniz folk
Yavuz Tonyalı,Yavuz Tonyalı,2evY9WJipmYau1CyrkozE8,10797,karadeniz turkuleri,karadeniz folk
Selim Bölükbaşı,Selim Bölükbaşı,38Lad2mtbpGyGf1Tui4jiO,19232,karadeniz turkuleri,karadeniz folk
Mustafa Gökay Ferah,Mustafa Gökay Ferah,4EaXH7qKnKIUJQZtOsQAzp,7489,tulum,karadeniz folk
Birol Topaloğlu,Birol Topaloğlu,5vHenk5nFV81qIGTggX2fb,13994,tulum,"karadeniz folk, oyun havasi"
Adnan Yılmaz,Adnan Yılmaz,1WvlSq6xIEsUOLIWEC9zMq,4926,karadeniz turkuleri,"karadeniz folk, oyun havasi"
Mustafa Şafak,Mustafa Şafak,5nZB9QN4PCsSmc9LDwKq06,1592,karadeniz turkuleri,karadeniz folk
Fatih Reyhan,Fatih Reyhan,17l20Dl65MufDqFvawB8ET,7798,karadeniz turkuleri,karadeniz folk
Adem Kodalak,Adem Kodalak,0c5J7OcoXRpSURScmyexFl,7510,karadeniz turkuleri,"karadeniz folk, oyun havasi"
Sedat Keskin,Sedat Keskin,4NubQcPwj8PLEcz3s3ioOh,5297,karadeniz turkuleri,karadeniz folk
Mahmut Okutan,Mahmut Okutan,4srEuEPWSKGRxB7WReBnGh,3254,karadeniz turkuleri,karadeniz folk
Hayri Yaşar Karagülle,Hayri Yaşar Karagülle,36JahWWbWjajce4vZk10R9,16795,karadeniz turkuleri,"karadeniz folk, oyun havasi"
İlknur Yakupoğlu,İlknur Yakupoğlu,35ut2oKu4C9scg8RWLLcQS,1676,karadeniz turkuleri,"karadeniz folk, oyun havasi"
Cimilli İbo,Cimilli İbo,5vJ0V9IUcNBMOK1JDhqwd5,93544,karadeniz pop,"karadeniz folk, oyun havasi"
Erdem Akın,Erdem Akın,5tzsJRywNZVaUY0ucFxr0D,15516,karadeniz turkuleri,karadeniz folk
İbrahim Can,İbrahim Can,5ztZOIeUeuSFSkmiasXMzy,3848,karadeniz turkuleri,"karadeniz folk, oyun havasi"
Mehmet Tak,Mehmet Tak,6NxPAdNjkxynEAFiJD1wKn,4494,karadeniz turkuleri,"karadeniz folk, oyun havasi"
İhsan EŞ,İhsan EŞ,4QQ2NfY0znVCfpcIOqq8lH,2493,karadeniz turkuleri,karadeniz folk
Fatih Yaşar,Fatih Yaşar,6DTmIpiOZCEdynqwSPq2i6,2837,karadeniz turkuleri,karadeniz folk
İslam Yıldız,İslam Yıldız,0lS9pMqlZotwo5kA68S6nX,7020,karadeniz turkuleri,"karadeniz folk, oyun havasi"
İsmail Cumhur,İsmail Cumhur,7oVQYtetpU6UkRzjOPi6Xx,3347,karadeniz turkuleri,"karadeniz folk, oyun havasi"
Usame İsmail,Usame İsmail,6tNMrxZPKWJm1wIdzBRASk,7816,karadeniz turkuleri,"karadeniz folk, oyun havasi"
Hüseyin Aydın,Hüseyin Aydın,22i4ZSnTcrwG33Vd1x8s3b,4281,karadeniz turkuleri,"karadeniz folk, arabesk"
Katip Şadi,Katip Şadi,5YzBRtuFiHaGmr6kW4WUiv,4326,karadeniz turkuleri,karadeniz folk
Mahmut Turan,Mahmut Turan,5VLQpfIm3xoMnU2VmhmuTr,1755,tulum,"karadeniz folk, oyun havasi"
Hasan Aksoy,Hasan Aksoy,7w4hzE7V7Pp1K2HNfg5RtH,1001,karadeniz turkuleri,karadeniz folk
Engin Alptekin,Engin Alptekin,3Baxi2A9TL7xwNWWQPVcN5,5427,karadeniz turkuleri,"karadeniz folk, arabesk"
Selim Tarım,Selim Tarım,5Wpn4gWICwifSt2FjoiGJF,1321,karadeniz turkuleri,karadeniz folk
Şeref Kara,Şeref Kara,2ys5qeWIPHjFnJKhWoKweE,4404,karadeniz turkuleri,karadeniz folk
Behçet Gülas,Behçet Gülas,2P02fjwTVaowlwOZ2KJh7h,2931,karadeniz turkuleri,"karadeniz folk, arabesk"
Meryem Akyüz,Meryem Akyüz,2UefnznkrMhLFg6Qwa1QCm,1361,karadeniz turkuleri,"karadeniz folk, oyun havasi"
Yaşar Kabaosmanoğlu,Yaşar Kabaosmanoğlu,0h8LKT4vEi5nBbwg0eoqiI,1210,karadeniz turkuleri,karadeniz folk
Alamatra,Alamatra,3XucEUsA7PmGu1gPWvPh86,1158,karadeniz turkuleri,"karadeniz folk, oyun havasi"
Cem Tarım,Cem Tarım,03YSL61JdZWgehMMrNiXTM,871,karadeniz turkuleri,karadeniz folk
Erdal Bayrakoğlu,Erdal Bayrakoğlu,0xDS3CwnyKlN5cnN6a3h1P,1649,karadeniz turkuleri,karadeniz folk
Ağasarlı Zehra,Ağasarlı Zehra,1VxXfapSLTa1uZzOhITYw3,1618,karadeniz turkuleri,"karadeniz folk, oyun havasi"
Beşköylü Adem,Beşköylü Adem,3u4Wa0YqQgTsCaLdrxR7Xr,2552,karadeniz turkuleri,karadeniz folk
İbrahim Gülpınar,İbrahim Gülpınar,2pICNcpHkqXsqIu6Jg8ZSH,2138,karadeniz turkuleri,karadeniz folk
Picoglu Osman,Picoglu Osman,2G8c3biiyLUm3jcpwoSCsw,1922,karadeniz turkuleri,"karadeniz folk, oyun havasi"
Ali Baran,Ali Baran,1UBFojTTRV0Km6zFqBU6CN,43375,karadeniz turkuleri,"karadeniz folk, arabesk"
Mavi Göç,Mavi Göç,0SGefIUp5ygyy14qVddHE6,1323,karadeniz turkuleri,karadeniz folk
Altan Civelek,Altan Civelek,7haSfuWNsRfP9x4FmO8VHm,967,karadeniz turkuleri,karadeniz folk
Melek Akman,Melek Akman,7sggdz7b8ItylwcOYOgd55,965,karadeniz turkuleri,karadeniz folk
Taşkın,Taşkın,6gJllaWtZoBa77uCx4vYdS,6288,karadeniz turkuleri,"karadeniz folk, arabesk"
Aydoğan Topal,Aydoğan Topal,1uFVquuM0etwoRLTwbjUJH,887,karadeniz turkuleri,karadeniz folk
İrfan Seyhan,İrfan Seyhan,2IAXEtilpnUC8ZJn1FQiqx,714,karadeniz turkuleri,karadeniz folk
Yaşar Çorbacıoğlu,Yaşar Çorbacıoğlu,501AaGXznc7LReKr4WoKfH,496,tulum,karadeniz folk
Hızır Canbaz,Hızır Canbaz,5CjsNCKFl0EuDorTjL7hhl,818,karadeniz turkuleri,karadeniz folk
Yüksel Baltacı,Yüksel Baltacı,5tlE5dBPT5muL6dpPSExWw,78831,karadeniz turkuleri,karadeniz folk
Atalay,Atalay,3bvSQu8pkdGs4vm7LyNKNn,900,karadeniz turkuleri,karadeniz folk
Sinan Akçal,Sinan Akçal,7nx2zEJAI3I6yz9ePyCejo,1213,karadeniz turkuleri,"karadeniz folk, arabesk"
Kamil Sönmez,Kamil Sönmez,0oZ5r6P0alEMfNZDp1uwSS,1430,karadeniz turkuleri,"karadeniz folk, oyun havasi"
Murat İbrahimbaş,Murat İbrahimbaş,5jQq03ScVhDb6EI1wfBMcQ,1590,karadeniz turkuleri,karadeniz folk
Maçkalı Hasan Tunç,Maçkalı Hasan Tunç,77eyxj7JUNalh1qy3aVatF,749,karadeniz turkuleri,karadeniz folk
Tarık İhtiyar,Tarık İhtiyar,4Zph3fPuSgGeMW2wEkJlEl,481,karadeniz turkuleri,karadeniz folk
Saffet Genç,Saffet Genç,0lciGlt6lDrJqZ56PyJHn0,323,karadeniz turkuleri,karadeniz folk
Patika,Patika,12yJYgFw0YiX3L6QmqHqWy,1553,karadeniz turkuleri,karadeniz folk
Tolga Genç,Tolga Genç,248nofgt75VHM7jsEvoAUJ,258,karadeniz turkuleri,karadeniz folk
Emrah Nar,Emrah Nar,6qm2JBzDvwSdMtosAxzPHC,146,karadeniz turkuleri,karadeniz folk
Zeynep Birinci,Zeynep Birinci,7HXMCgJfnA5TWT7rqsXciu,212,karadeniz turkuleri,"karadeniz folk, oyun havasi"
Hüseyin Dilaver,Hüseyin Dilaver,7ksnuIQtJjqKzZlgSbOSkY,517,karadeniz turkuleri,karadeniz folk
Gülay Korkmaz,Gülay Korkmaz,1vN1RxSdsFukeU23OJN0Ei,56,karadeniz turkuleri,karadeniz folk
Derya Tezcan,Derya Tezcan,4LV1xXgzJUcDaVQ7YljWAz,1285,karadeniz turkuleri,karadeniz folk
Vira Cemal,Vira Cemal,0brLZJdzqhhXgtNSwCHBHC,103,karadeniz turkuleri,karadeniz folk
Muhammet Sarı,Muhammet Sarı,7wWLvvM8xtz26VRJrVmgkv,1106,karadeniz turkuleri,"karadeniz folk, oyun havasi"
Hülya Polat,Hülya Polat,1C11mfsQmFYaI9VbZFyMyC,44349,karadeniz pop,"karadeniz folk, oyun havasi, arabesk"
Taner Eyüpoğlu,Taner Eyüpoğlu,1z96fDmmmHLouxvb5erUgp,21664,karadeniz pop,"karadeniz folk, oyun havasi"
Dinçer,Dinçer,5s1DMo3a0wbOfp9LrSwKFP,15632,karadeniz pop,"karadeniz folk, oyun havasi"
Bizim Gönül,Bizim Gönül,0KSreug7UdtTWnRNjtc6DC,20680,karadeniz pop,"karadeniz folk, arabesk"
Onur Atmaca,Onur Atmaca,2wlyVkL3KJmboFNEsUP5dB,47314,karadeniz pop,karadeniz folk
Erol Şahin,Erol Şahin,5GyKaHK4KiRUH2lNXB7qTh,11214,karadeniz pop,"karadeniz folk, oyun havasi"
Özgür Selçuk,Özgür Selçuk,0SE2QbPGPj1vE0dhKaHn3y,9371,karadeniz pop,"karadeniz folk, oyun havasi"
Ezgi Eyüboğlu,Ezgi Eyüboğlu,6kjMT9B9HENP9YDIYXrzpa,38885,karadeniz pop,karadeniz folk
Sait Uçar,Sait Uçar,3k5b8zPXWyCgZ5S8YtdFsf,35115,karadeniz pop,"karadeniz folk, oyun havasi"
Turan Şahin,Turan Şahin,3pbb5BpQX91qeAZt5GLcn8,44906,karadeniz pop,"karadeniz folk, oyun havasi, turkish pop"
Serkan Aydın,Serkan Aydın,4wXbFM6o2o6xnVkrjO0EKK,13002,karadeniz pop,karadeniz folk
Hilmi Yerekaban,Hilmi Yerekaban,0lMrOCNpZvSn5kHzSOHSyV,2238,karadeniz pop,karadeniz folk
Özgür Babacan,Özgür Babacan,5jMwQvKFlUWsT7u3KFQzWC,17006,karadeniz pop,karadeniz folk
Hüseyin Bıçak,Hüseyin Bıçak,1NrLz5RzVbdw2kMFL0OnVX,7905,karadeniz pop,"karadeniz folk, oyun havasi"
Merve Yavuz,Merve Yavuz,1XDB3Z3o3zlgYN9dqEP5Rw,26412,karadeniz pop,karadeniz folk
Karataş,Karataş,3438nxbb8L0Quskq1ZIuf8,8893,karadeniz pop,"karadeniz folk, arabesk"
Serkan Aydın Buğrahan Denizoğlu,Serkan Aydın Buğrahan Denizoğlu,5243TOru7Et7SjaUGr3BR1,7685,karadeniz pop,karadeniz folk
Özkan Pekin,Özkan Pekin,4O8tMSSHlUN8CUpnsOWRkt,8133,karadeniz pop,"karadeniz folk, oyun havasi"
Herem,Herem,6sctWKhQiTGipFLuQVMm0x,5285,karadeniz pop,"karadeniz folk, oyun havasi"
Tarik Tüfekçi,Tarik Tüfekçi,07A9V2Z05lclD0GSIl0GRp,3279,karadeniz pop,"karadeniz folk, oyun havasi"
Bizum Gönül,Bizum Gönül,2LGEsZy8KCx5iLg4rSG0ft,5151,karadeniz pop,"karadeniz folk, oyun havasi, arabesk"
Engin Orta,Engin Orta,5WUeHGbFm9HCmRsknEQpNk,3183,karadeniz pop,"karadeniz folk, oyun havasi"
Ünal Sofuoğlu,Ünal Sofuoğlu,2ikiJmzKAy9SDWWZn3dsHV,5985,karadeniz pop,karadeniz folk
Özlem Çelik,Özlem Çelik,2qIZj0Yg4zB3dideAC5cHs,9233,karadeniz pop,"karadeniz folk, arabesk"
Elin Can Vayiç,Elin Can Vayiç,5HpaDFcBWPo3PCsczf4o7V,1861,karadeniz pop,karadeniz folk
Batuhan Turan,Batuhan Turan,6QddAb3S1ezhHFakndz7Y2,3730,karadeniz pop,"karadeniz folk, oyun havasi"
Zeki Uçkan,Zeki Uçkan,09SuiakUlP1b8taiqxZN2G,941,karadeniz pop,karadeniz folk
Turan Topçuoglu,Turan Topçuoglu,44FHALV6aOXlFAG22S5SPL,1218,karadeniz pop,"karadeniz folk, oyun havasi"
Gökhan Aydın,Gökhan Aydın,24zbLIrGyLE73InJOJ1yxc,900,karadeniz pop,karadeniz folk
Tanju Topal,Tanju Topal,7fdVckaNBt43I9q4OPR29U,1128,karadeniz pop,karadeniz folk
Temel Kandemir,Temel Kandemir,0RPXqjmMcpUSoZe5o7LIaA,391,karadeniz pop,karadeniz folk
Canan Çal,Canan Çal,4L8MGte6xyKnTZNGGjI2mk,5470,karadeniz pop,"karadeniz folk, arabesk"
Gökhan Uzunali,Gökhan Uzunali,4yJvMYVC7shhkVVbRZRhih,752,karadeniz pop,"karadeniz folk, oyun havasi"
Gizem Kara,Gizem Kara,6K08etwXa3DlPdKL1Si8HQ,40302,karadeniz pop,"arabesk, oyun havasi, turkish pop, karadeniz folk"
Ahuzar,Ahuzar,2T0Me90ux8WzJqSfJ4W3GJ,8583,karadeniz pop,karadeniz folk
İrfan Akbulut,İrfan Akbulut,1skilqcX4nq6oQqEKB5HOX,573,karadeniz pop,"karadeniz folk, oyun havasi"
Kürşat Gürel,Kürşat Gürel,7KXtVwziihiYlxeZjaurMj,17005,karadeniz pop,"karadeniz folk, turkish pop"
Laz Kızı Ayşen,Laz Kızı Ayşen,7yrksfuV5jbNqfdUfkOa5w,1991,karadeniz pop,oyun havasi
Samida,Samida,0mpnulsAOozeeyMAtWVQrK,23917,karadeniz pop,"karadeniz folk, oyun havasi"
Oktay Üst,Oktay Üst,1fRewKilcOitHYpQmwzNVo,446,karadeniz pop,karadeniz folk
Onur Can ÇELİK,Onur Can ÇELİK,5ETWduzmxFBhDSZ09rNiS5,771,karadeniz pop,karadeniz folk
Faik Pala,Faik Pala,6qCqFdphIHZ5GX6cJvtWKN,403,karadeniz pop,karadeniz folk
Emre Pehlivanlar,Emre Pehlivanlar,1og1QZvRb77WVYeUMpdOuo,382,karadeniz pop,karadeniz folk
Erkan Ketenci,Erkan Ketenci,6hOQtKt1lnhMsPfIqyLpH3,412,karadeniz pop,karadeniz folk
Hızır Acil,Hızır Acil,2YhrWdESYUP989WCpAR3t5,1444,karadeniz pop,"karadeniz folk, oyun havasi"
Korhan Özyıldız,Korhan Özyıldız,044LEmb1LjcJpAHQMbC1Tq,376,karadeniz pop,karadeniz folk
Zuğaşi Berepe,Zuğaşi Berepe,26Vx16h8yEfSVAGxTYrLAC,2481,karadeniz pop,"karadeniz folk, anatolian rock"
İsmail Avcı,İsmail Avcı,7xFhuPgLIUoWQt3vUjCcj7,94,karadeniz pop,karadeniz folk
Eser Eyüboğlu,Eser Eyüboğlu,1X6i1uh8XdQkjNK51BiDdR,8876,karadeniz pop,"karadeniz folk, oyun havasi, arabesk"
Cemre Kamacıoğlu,Cemre Kamacıoğlu,5lXfJp3u3JWGPu0spiPUbQ,519,karadeniz pop,"karadeniz folk, arabesk"
Melih Kahveci,Melih Kahveci,5nVnSQeuC0pJ4VLXdtV7V1,142,karadeniz pop,karadeniz folk
Şeyda Karadeniz,Şeyda Karadeniz,0gGlwu20PgXshHr4fqNN2K,1033,karadeniz pop,"karadeniz folk, oyun havasi"
Samet Kölemen,Samet Kölemen,7qMzY89c5fYX8WpzWAR3hl,119,karadeniz pop,karadeniz folk
Bizim Yaşar,Bizim Yaşar,4IzVqMrs4Ae8F1gsf9yORP,475,karadeniz pop,karadeniz folk
Tolga Kurdoğlu,Tolga Kurdoğlu,4hlnpi6Sz9cZDRanDQ5vcX,261,karadeniz pop,
Deniz Küçükakyüz,Deniz Küçükakyüz,5fx03NAbpIdYY1qHnmpc3c,183,karadeniz pop,karadeniz folk
Tamer Günaydın,Tamer Günaydın,6sSD1oEgtlSqMCQX8tDaGH,35,karadeniz pop,karadeniz folk
