isim,wikidata_id,dogum_yeri,cinsiyet,muzik_turu,Spotify_ID
Poyraz Baltacıgil,Q26198106,İstanbul,erkek,,
ProjectOlova,Q134463404,,erkek,,0sRqzZiPySRv4kgMvHHAbW
Pınar Aydınlar,Q6052111,Erzurum,kadın,,
Pınar Ayhan,Q1390889,Diyarbakır,kadın,,5OEK8H3WjnZCx4rwp3hGDk
Pınar Aylin,Q6075751,İzmir,kadın,pop müzik,
Pınar Dilşeker,Q17431675,,kadın,Klasik Türk müziği,
Pınar Köksal,Q7265033,Adana,kadın,,
Pınar Sinan,Q111734450,İstanbul,kadın,,
Pınar Temiz,Q125746143,,kadın,,
Pınar Toprak,Q6572159,İstanbul,kadın,"elektronik müzik, film müziği, ambient jazz",7z1L55q63jRGHqqS3xcGgl
Pınar Yorgancıoğlu,Q100546735,,kadın,,
Pınar Öğün,Q6093386,Ankara,kadın,,
Q131295499,Q131295499,,erkek,,
Q131359637,Q131359637,,erkek,,
Q131431821,Q131431821,,kadın,,2kdaYJfJVIGBaNcMmrg13p
Q133285083,Q133285083,,kadın,,59P035Jvn8eSY86obDOHZ8
Q138416285,Q138416285,Ankara,kadın,,
Q138502654,Q138502654,İstanbul,kadın,,
Q59241778,Q59241778,İstanbul,erkek,,
R. Kan Albay,Q1981971,Antwerp,erkek,,
Raci Alkır,Q19612300,Erzurum,erkek,,
Raci Pişmişoğlu,Q116586582,Antalya,erkek,,
Radife Erten,Q96308319,Beşiktaş,kadın,,
Rafet El Roman,Q326849,Edirne,erkek,pop müzik,5gs9qloTR5m6dM0ScMty3H
Rahman Altın,Q17431689,Ankara,erkek,,
Rahmi Bey,Q6080483,İstanbul,erkek,,
Rahmi Kafadar,Q109662042,İzmit,erkek,,
Rahmi Saltuk,Q6045426,Tunceli,erkek,,
Ramazan Kubat,Q7289150,Anvers,erkek,Türk halk müziği,
Ramazan Özer,Q117863024,,erkek,,
Ramin Matin,Q31188757,,erkek,,
Rana Alagöz,Q6033678,İstanbul,kadın,pop müzik,5L7Hl11e6LAeNWfvs5siH4
Raperîn,Q21791455,Van,kadın,,
Rashid Moussa,Q2389137,,erkek,,
Rasim Erdoğan,Q137268478,,erkek,,
Rasim Konyar,Q2131914,İstanbul,erkek,,
Rasim Ulusman,Q47009919,,erkek,,
Rauf Yekta Bey,Q2905375,Fatih,erkek,,
Raşit Görgülü,Q117863103,,erkek,,
Raşit Çelikezer,Q6079068,,erkek,,
Recai Karagöz,Q116919859,,erkek,,
Recep Birgit,Q6072910,Üsküp,erkek,,
Recep Ergül,Q120403645,Sarıkamış,erkek,,
Recep Kaymak,Q108803268,,erkek,,3W0hMsPpDsLsSwgVbsaIvg
Refik Fersan,Q6039490,İstanbul,erkek,,
Refik Kemal Arduman,Q6062081,İstanbul,erkek,,
Reha Erdem,Q2598575,İstanbul,erkek,,
Reis Çelik,Q6057963,Ardahan,erkek,,
Remzi Bekar,Q118947762,Hemşin,erkek,,
Remzi Jöntürk,Q7312282,Erzincan,erkek,,
Renan Demirkan,Q90878,Ankara,kadın,,
Renan Fosforoğlu,Q6037594,İstanbul,erkek,,
Renan Öztürk,Q35189281,,erkek,,
Rengin,Q25480549,,kadın,pop müzik,
Rençber Eziz,Q11032226,Bingöl,erkek,,
René Macaroğlu,Q120403697,İstanbul,erkek,,
Resul Dindar,Q12811512,Hopa,erkek,çağdaş halk müziği,7fVMq1kHVAQao9iPGHNGyK
Resul Sakınmaz,Q113180720,Hopa,erkek,,
Rewşan Çeliker,Q97259804,Tatvan,kadın,,
Reyhan Karaca,Q139128,İstanbul,kadın,pop müzik,6wNvXCOkxIzJm2Y2kBuuBG
Reynmen,Q65220564,İstanbul,erkek,,1Fg19vpUJpAAPFjnKaVYVW
Reşat Karaoğlu,Q134100687,Ardeşen,erkek,,
Rifat Ayaydın,Q137505933,,erkek,,
Rober Hatemo,Q2156193,Çanakkale,erkek,pop müzik,
Rodi Güven Yalçınkaya,Q118352209,,erkek,,
Rojda Aykoç,Q469275,Türkiye,kadın,pop müzik,1rNSkqPBDHHWogmN8HaRbP
Romina Gasimzade,Q116420028,Azerbaycan,erkek,,
Rota,Q97205991,,erkek,,
Rotînda,Q7041243,Varto,erkek,,4FhMuQehl0ydCb8fNQUlgT
Roy Kurtluyan,Q100332268,İstanbul,erkek,,
Roşna,Q7041449,Varto,kadın,,3NyaQnLUKbwhtE6O3q3Ys5
Ruhi Ayangil,Q109385557,İstanbul,erkek,,
Ruhi Erdogan,Q95824910,,erkek,,
Ruhi Su,Q349194,Van,erkek,,
Ruşen Güneş,Q6028972,Beypazarı,erkek,,
Rûken Tekeş,Q86094163,Diyarbakır,kadın,,
Rûken Yılmaz,Q116732179,İstanbul,kadın,,
Rüçhan Çamay,Q47499825,İstanbul,kadın,"caz, pop müzik",2W7XXCTt52oVaUG63iOmLh
Rüştü Demirci,Q6017786,,erkek,,
Rüştü Eriç,Q24680448,İskeçe,erkek,,
Rıfat Balaban,Q20476573,Ankara,erkek,,
Rıza Silahlıpoda,Q47006275,İstanbul,erkek,,18AO09QGgmcjHxTyViVNaT
SAYIDO,Q132889452,İstanbul,erkek,,7CNnMoVTHZh3Xt8Lg7pLzz
Saadet Sun,Q109688846,,kadın,,2CXQ5oIqKhIlwCCtWgiPow
Saadet Türköz,Q1570454,İstanbul,kadın,,
Sabahattin Kalender,Q82890,Taşlıca,erkek,,
Sabih Cangil,Q17046267,İstanbul,erkek,rock müziği,
Sabite Tur Gülerman,Q6019036,Kargı,kadın,Klasik Türk müziği,
Sabri Kaliç,Q6100836,,erkek,,
Sabri Tuluğ Tırpan,Q12811623,İstanbul,erkek,,
Sadettin Heper,Q7397826,Eyüpsultan,erkek,,
Sadettin Kaynak,Q3409150,Taşkasap,erkek,Klasik Türk müziği,
Sadi Hoşses,Q136099441,Halep,erkek,,
Sadi Işılay,Q6065014,İstanbul,erkek,,
Sadullah Şentürk,Q25476061,Bursa,erkek,,
Sadık Aynacı,Q123687043,Yeniköy,erkek,,
Sadık Doğanay,Q24289732,Tokat,erkek,,
Safa Önal,Q6092133,,erkek,,
Safer Dal,Q114340738,İstanbul,erkek,,
Safiya,Q123707491,Gaziantep,kadın,,3NFFZENFPpwrB1Vx6H5I5W
Safiye Ayla,Q545931,Konstantinopolis,kadın,Klasik Türk müziği,0xsueYxjFxn3v5VAR9YkT9
Safiye Soyman,Q17046274,Bolu,kadın,,
Sagopa Kajmer,Q1974330,Samsun,erkek,"rap, hip-hop müziği",1KXTegXtnCPKXjRaX1llcD
Saide İnaç,Q5922987,Karayazı,kadın,,1CqpkjLaXgG9UEYvMME7CF
Saip Egüz,Q24303912,İzmir,erkek,,
Sait Altun,Q97688406,Yamaç,erkek,,
Sait Ergenç,Q110279099,İstanbul,erkek,,
Sait Uçar,Q110901044,Maçka,erkek,,
Saliha Özge,Q23920475,İstanbul,kadın,pop müzik,
Samet Çakırtaş,Q118054403,,,,
Sami Ayanoğlu,Q6088118,İstanbul,erkek,,
Sami Hazinses,Q6101726,Diyarbakır,erkek,,
Sami Levi,Q4811158,İstanbul,erkek,,
Sami Mermer,Q7409381,,erkek,,
Sami Özer,Q31190808,İstanbul,erkek,,
Sami Şekeroğlu,Q61076173,Elazığ,erkek,,
Samim Bilgen,Q7409448,Selanik,erkek,,
Samim Değer,Q109730402,,erkek,,
Samim Utku,Q109736826,,erkek,,
Samime Sanay,Q6071771,Ankara,kadın,,
Samira Saygılı,Q58514937,Karlsruhe,kadın,,
Sanem Kalfa,Q99592095,,kadın,bebop,
Saniye Can,Q6020870,,kadın,,
Saphira,Q136800884,Almanya,kadın,"elektronik müzik, pop müzik, alternatif pop",6FqvlLoGZrdSi9OK5jCHXn
Sarp,Q7424504,Ankara,erkek,rock müziği,
Sarper Özsan,Q6085618,Bandırma,erkek,,
Savaş Ay,Q12811720,İstanbul,erkek,,
Savaş Eşici,Q109219824,,erkek,,
Savaş Satış,Q135455271,İzmit,erkek,,
Seda Akay,Q6089058,İstanbul,kadın,pop müzik,
Seda Akman,Q6081421,Kütahya,kadın,,
Seda Eğridere,Q17151196,Bursa,kadın,,
Seda Röder,Q1768960,İstanbul,kadın,,
Seda Sayan,Q525083,Eyüpsultan,kadın,,5hKNaXEXIxQ3dmZR7FoRr8
Sedal Sardan,Q2264204,Ankara,erkek,,
Sedat Anar,Q31192523,Halfeti,erkek,,
Sedat Gülcü,Q137569583,Konya,erkek,"çağdaş halk müziği, Anadolu rock, Türk pop müziği",6GPMM6tEoQqveTVTS3j6eD
Sedat Simavi,Q6094004,İstanbul,erkek,,
Sedat Yüce,Q1440323,İzmir,erkek,pop müzik,
Sedat Şen,Q63859861,,erkek,,
Sedef Sebüktekin,Q50672126,İstanbul,kadın,,1dvuibBCx9TnbCKIdOEF4l
Seden Gürel,Q4822078,Ankara,kadın,Türk pop müziği,5vylnY1bnqGSWu1QPL4SRM
Sefa Topsakal,Q6045842,Trabzon,erkek,pop müzik,
Sefa Öztürk,Q116555306,Düzce,kadın,,
Sefo,Q108128686,Samsun,erkek,,1ITjgqpqMDJlqZGAK3mlPQ
Seha Okuş,Q31189571,Şişli,kadın,,
Seher Dilovan,Q7047622,Ankara,kadın,çağdaş halk müziği,
Selahattin Akarsu,Q2267449,,erkek,,
Selahattin Altınbaş,Q97222694,Susurluk,erkek,,
Selahattin Erköse,Q16601935,,erkek,,
Selahattin Özdemir,Q6066483,Adana,erkek,,
Selami Karaibrahimgil,Q6057296,,erkek,Türk halk müziği,
Selanikli Ahmet Efendi,Q6002430,Selanik,erkek,,
Selcen Ergün,Q121301065,,kadın,,
Selda Bağcan,Q455536,Muğla,kadın,Anadolu rock,2NGRETzxjeN4b9o3OGY6Yn
Selda Çiçek,Q6079229,Antakya,kadın,,
Selen Gülün,Q97237236,Mersin,kadın,caz,
Selim Atakan,Q85974663,Londra,erkek,,
Selim Bölükbaşı,Q119167556,Üsküdar,erkek,,
Selim Demirdelen,Q29371553,İstanbul,erkek,,
Selim Doğru,Q4044923,İstanbul,erkek,,
Selim Evci,Q6097862,İstanbul,erkek,,
Selim Güneş,Q12811765,,erkek,,
Selim Işık,Q6092908,Sivas,erkek,heavy metal,
Selim Sesler,Q6102051,Keşan,erkek,Roman müziği,1H4RsM1SDZVGLVli80d3sd
Selim Öztürk,Q118946388,İstanbul,erkek,,
Selin Ciğerci,Q97238291,İstanbul,trans kadın,,3hNw5tLs3ir1JYw12Ep3aR
Selin Geçit,Q133817984,İstanbul,kadın,,
Selin Wutzler,Q131329055,Gebze,kadın,,
Selma Ersöz,Q137268479,,erkek,,
Selma Geçer,Q6085791,Ankara,kadın,Türk halk müziği,
Selman Ada,Q2268601,Ceyhan,erkek,,
Selman Nacar,Q129429348,Uşak,erkek,,
Selmi Andak,Q6093358,İzmir,erkek,,
Selâhattin Pınar,Q6094193,Çal,erkek,Klasik Türk müziği,
Selâhattin Sarıkaya,Q116207788,Adana,erkek,,
Selâmi Şahin,Q3391263,Yayladağı,erkek,dünya müziği,
Selçuk Alagöz,Q6065561,İstanbul,erkek,,3JfDOKDXkrtMc2S4mX1KJC
Selçuk Aydemir,Q6052251,İstanbul,erkek,,
Selçuk Balcı,Q17431857,Rize,erkek,,4Xm86XAvDYWh36Z98FvKjc
Selçuk Başar,Q127387936,Ankara,erkek,,
Selçuk Gündemir,Q134710392,,erkek,,
Selçuk Tekay,Q107231332,,erkek,,
Selçuk Ural,Q31189666,Türkiye,erkek,,
Selçuk Yıldız,Q137645314,,erkek,,
Sema Moritz,Q1408144,Ankara,kadın,,0kU5u4DbKG5hR5AEHsMKcK
Sema Mutlu,Q2268856,Trabzon,kadın,,
Semahat Özdenses,Q6056458,İstanbul,kadın,,
Semicenk,Q119266440,Ordu,erkek,pop müzik,1CcZoULzFHa8Uhwo6OlQcp
Semih Evin,Q17431860,Aydın,erkek,,
Semih Kaplanoğlu,Q1373349,İzmir,erkek,,
Semih Korhan Güner,Q130392218,Eskişehir,erkek,,
Semih Korucu,Q20036078,Ankara,erkek,,
Semih Çakır,Q108439096,İstanbul,erkek,,
Semih İpek,Q134394598,,erkek,,
Semiha Yankı,Q447679,İstanbul,kadın,pop müzik,
Semir Aslanyürek,Q6036366,Hatay,erkek,,
Semiramis Pekkan,Q2269260,İstanbul,kadın,pop müzik,5vuQpKX1QG7WlQ40C27HfD
Semra Atılay,Q137549632,,kadın,,
Semra San,Q109392655,Speyer,kadın,,
Semra İleten,Q6016262,,kadın,,
Sena Şener,Q85974696,Gaziantep,kadın,alternatif rock,7CW2eGwAuElNq09rVtZYsM
Senem Diyici,Q6007561,,kadın,,5va15nvxl60qJy5AICFsjQ
Senem Gökçe Oğultekin,Q53102959,,erkek,,
Senem Tüzen,Q25475181,Ankara,kadın,,
Seniha,Q25478773,İstanbul,kadın,,
Serap Acar,Q6048654,İstanbul,kadın,,
Serap Berrakkarasu,Q1379252,İstanbul,kadın,,
Serap Sapaz,Q119166119,Ankara,kadın,,
Serdar Akar,Q3479126,Ankara,erkek,,
Serdar Ateşer,Q97232290,İstanbul,erkek,,
Serdar Gözelekli,Q119167955,Ankara,erkek,,
Serdar Gözelekli,Q61337045,,erkek,,
Serdar Işık,Q17046300,Türkiye,erkek,,
Serdar Ortaç,Q596388,İstanbul,erkek,"pop müzik, folk-pop",7BJjzi0JHyDHAsmVe21dGa
Serdar Pehlivanoğlu,Q97320307,Trabzon,erkek,,
Serdar Somuncu,Q1349501,İstanbul,erkek,,56fPDCRvaFX13NdUDmYKX1
Serdar Thenk Yıldız,Q46847374,Hamm,erkek,,
Serdar Yılmaz,Q6032394,,erkek,,
Serdar Önal,Q117861861,,erkek,,
Serdar Öztop,Q129105573,İstanbul,erkek,,
Serdem Coşkun,Q108315605,İstanbul,kadın,,3hMdxNFOiVpd2MvWfegr9c
Seren Serengil,Q7453099,Şişli,kadın,,
Seren Yüce,Q6048958,,erkek,,
Serenad Bayraktar,Q113775014,Antalya,kadın,,
Serenad Bağcan,Q31189717,Ankara,kadın,,6zebrRNZzpUnIQH4irGy82
Serhad Raşa,Q23920562,Kırıkhan,erkek,,
Serhan Kelleözü,Q118956925,,erkek,,
Serhan Yorgancı,Q136701977,İstanbul,erkek,,
Serhat Arvas,Q7454534,,erkek,,
Serhat Barın,Q116669267,İstanbul,erkek,rap,
Serhat Bostanci,Q95781946,,erkek,,
Serhat Ersöz,Q47006533,,erkek,,21tCPdmNKD7XD1jyxfOJdD
Serhat Hacıpaşalıoğlu,Q21998497,İstanbul,erkek,"pop müzik, disko",1U3m2ZaxxYMDuF5AMf84bD
Serhat Karaaslan,Q98091619,,erkek,,
Serhat Teoman,Q20476718,İzmir,erkek,,
Serkan Acar,Q6028787,Ardanuç,erkek,,
Serkan Algi,Q99675233,,,downtempo,
Serkan Falay,Q47010035,,erkek,,
Serkan Kaya,Q27037907,Sivas,erkek,,
Serkan Nihat,Q135449111,,erkek,,
Serkan Çağrı,Q6064183,,erkek,,
Serkan Çeliköz,Q6101588,İstanbul,erkek,rock müziği,
Serkan Özgen,Q6089532,Ankara,erkek,rock müziği,
Sermiyan Midyat,Q6090416,Ankara,erkek,,
Serpil Barlas,Q6079513,İstanbul,kadın,pop müzik,
Serpil Efe,Q116921427,,kadın,,0sHBXEnzkNtVFknhSavCRY
Serpil Örümcer,Q137549640,,kadın,,
Serra Yılmaz,Q930862,İstanbul,kadın,,
Sertab Erener,Q193534,İstanbul,kadın,"pop müzik, dance pop",4W31XN2JH8mC54NkHdh04s
Server Uraz,Q28668829,İstanbul,erkek,,14obHIpcXd2SsTyR9VBsLL
Servet Kocakaya,Q2274151,Solhan,erkek,,
Seta Tevyan,Q21287081,İstanbul,kadın,,
Seval Yavuz,Q2275105,Zara,kadın,,
Sevan Boyacıyan,Q1534465,İstanbul,erkek,,
Sevcan Orhan,Q6054519,İstanbul,kadın,Türk halk müziği,
Sevda Karababa,Q6059910,,kadın,,
Sevda Karaca,Q137549642,,kadın,,
Sevim Deran,Q137268480,,kadın,,
Sevim Tan-Ürek,Q137549629,,kadın,,
Sevim Tanürek,Q4356347,,kadın,,
Sevim Tuna,Q137549630,,kadın,,
Sevinç Eratalay,Q6066976,Tefenni,kadın,,
Sevinç Tevs,Q6087589,Ankara,kadın,caz,
Sevki Tuna Erturk,Q101453163,,erkek,,
Seyfettin Asal,Q16658506,İstanbul,erkek,,
Seyfettin Sucu,Q6067164,Şanlıurfa,erkek,,
Seyfettin Tokmak,Q136752640,Elazığ,erkek,,
Seyfi Doğanay,Q19160345,Tunceli,erkek,Türk halk müziği,
Seyfi Dursunoğlu,Q6093126,Trabzon,erkek,,
Seyfi Havaeri,Q6084089,İstanbul,erkek,,
Seyfi Teoman,Q6053640,Kayseri,erkek,,
Seyfi Yerlikaya,Q31190823,,erkek,,
Seyhan Derin,Q2275845,Çaycuma,kadın,,
Seyhan Karabay,Q97236434,,erkek,,
Seyyal Taner,Q447644,Şanlıurfa,kadın,pop müzik,
Seyyan Hanım,Q6075453,Selanik,kadın,,
Sezai Kocabıyık,Q6042111,,erkek,,
Sezen Aksu,Q298139,Sarayköy,kadın,pop müzik,64d1rUxfizSAOE9UbMnUZd
Sezen Cumhur Önal,Q6103455,Akseki (Antalya),erkek,,
Sezi Çeşitli,Q6032193,,erkek,pop müzik,
Seçil Gür,Q109390394,Hof,kadın,,
Seçil Heper,Q12811828,Konya,kadın,,
Seçkin Yaşar,Q109385558,Malatya,kadın,,
Shevaun Mizrahi,Q41787274,Boston,kadın,,
Sibel Alaş,Q12811843,Türkiye,kadın,,3vwijSZN14SWUqFxg74aYU
Sibel Bilgiç,Q19612488,Ankara,kadın,"caz, pop müzik",
Sibel Can,Q542368,İstanbul,kadın,pop müzik,2IiSMrjpXiteqhISWXkdUG
Sibel Egemen,Q7506969,Ankara,kadın,"caz, pop müzik",
Sibel Gürsoy,Q6046475,Bulgaristan,kadın,,
Sibel Köse,Q96923973,Ankara,kadın,,
Sibel Mirkelam,Q17431903,İstanbul,kadın,,
Sibel Turnagöl,Q6071548,,kadın,,
Sibel Tüzün,Q255195,İstanbul,kadın,pop müzik,0k6oV6jVD5rjTgMQ7EIcpV
Sibil Pektorosoğlu,Q4081447,İstanbul,kadın,pop müzik,
Sima Sarıkaya,Q6080153,İstanbul,kadın,pop müzik,6yf3OKGeTez1bPJh8RHQDc
Simavlı Mehmet Yiğit,Q134439849,Kütahya,erkek,,
Simge Pınar,Q50215995,İstanbul,kadın,,3LaMLuHw30v7Smtt3mcrjE
Simge Sağın,Q20470555,İstanbul,kadın,pop müzik,4StjyzjcmZ7a9QncHVf0pu
Sina Koloğlu,Q6013292,,erkek,,
Sinan Akkuş,Q98255,Erzincan,erkek,,
Sinan Akçıl,Q4821591,Leeuwarden,erkek,pop müzik,31czVneIywpUwJTNOVviJx
Sinan Cem Eroğlu,Q6098665,Ankara,erkek,,
Sinan Erbil,Q12811857,,erkek,,
Sinan Erkoç,Q17431908,Fatih,erkek,pop müzik,
Sinan Eroğlu,Q20727556,,erkek,,
Sinan Güleryüz,Q102157280,Ankara,erkek,,
Sinan Helvacı,Q110392485,İstanbul,erkek,,
Sinan Kaynakçı,Q6085912,İstanbul,erkek,,
Sinan Keskin,Q6075443,Bakırköy,erkek,,
Sinan Mercenk,Q104699139,,erkek,,3TZng6yGA9f97mViyfNb6R
Sinan Onurlu,Q24707932,,erkek,,
Sinan Pekinton,Q118929953,İstanbul,erkek,,
Sinan Savaşkan,Q16186469,Londra,erkek,,
Sinan Vural,Q53094946,,erkek,,
Sinan Çetin,Q2288769,Bahçesaray,erkek,,
Sinan Özen,Q6080841,Rize,erkek,Türk pop müziği,7tEE59VhmyLsNINjKCA8ug
Sinan-G,Q2288721,Essen,erkek,,5hNRMsMMDlMIvEwu4UvjQO
Sinem Altan,Q2288884,Ankara,kadın,,
Sinem Saban,Q16875236,,kadın,,
Sinem Sakaoğlu,Q1769224,Ankara,kadın,,
Sirvart Kalpakyan Karamanuk,Q7530703,İstanbul,kadın,,
Siwa,Q5990267,Köysancak,kadın,,
Siyam Ariana,Q126692719,İstanbul,erkek,pop müzik,
Sjahin During,Q53101084,Amsterdam,erkek,,
Sohban Koloğlu,Q6043833,İstanbul,erkek,,
Sokrat St,Q67506955,Trabzon,erkek,,7ouCgJkxRBIJljUiQVJK65
Solmaz Doğru,Q97523692,,kadın,,
Soner Arıca,Q382110,Ordu,erkek,pop müzik,
Soner Bülent Bezdüz,Q53450029,,erkek,,
Soner Caner,Q84609786,,erkek,,
Soner Canözer,Q7560938,,erkek,klasik müzik,
Soner Olgun,Q19612544,Q207998,erkek,,
Soner Sarıkabadayı,Q6074352,Kahramanmaraş,erkek,pop müzik,4T83el9VQDI0zOyU9zcYNq
Soner Özbilen,Q7560941,Erzurum,erkek,Türk halk müziği,
Songül Karlı,Q1123948,İstanbul,kadın,Türk halk müziği,
Soysal ve Cemal Dilmaç,Q130266909,Borçka,erkek,,
Su Soley,Q20471194,Ankara,kadın,,
Su Turhan,Q2361318,İstanbul,erkek,,
Suadiye,Q17431922,Karaman,kadın,pop müzik,
Suat Aydoğan,Q17431927,İstanbul,erkek,pop müzik,
Suat Sayın,Q6098647,İstanbul,erkek,Klasik Türk müziği,
Suat Suna,Q2361403,İstanbul,erkek,pop müzik,
Suat Yalaz,Q500321,Çiçekdağı,erkek,,
Suat İsmail Gürkan,Q134269389,Trabzon,erkek,,
Suavi,Q1550529,Kırıkkale,erkek,,
Suavi Karaibrahimgil,Q6037751,,erkek,,
Suavi Tedü,Q17431936,İstanbul,erkek,,
Sultana,Q6573769,Kayseri,kadın,,2nOVEf38siZfCaGq0iAdmO
Sumru Ağıryürüyen,Q12811967,,kadın,,
Suna Sonia Yıldızoğlu,Q137549643,,kadın,,
Suna Süner,Q124309438,Ankara,kadın,,
Sunay Özgür,Q6005580,Bulgaristan,erkek,,6mo0wDjcoViVQqgYIOsUAz
Suphi Ezgi,Q6007278,Üsküdar,erkek,,
Suphi Kaner,Q6085815,İstanbul,erkek,,
Sura İskenderli,Q95370013,Bakü,kadın,pop müzik,
Susku Ekim Kaya,Q111628997,İstanbul,kadın,,
Suzan Güven,Q137549621,,kadın,,
Suzan Kardeş,Q6088844,Kosova,kadın,,
Suzan Yakar Rutkay,Q99365038,Cihangir,kadın,"Klasik Türk müziği, Türk halk müziği",0Sm0Q5n1E0saGvZg1v0N32
Suzan Şekerci,Q2370107,Marburg,kadın,,
Suzy Akmen,Q466771,İstanbul,kadın,,
Süha Arın,Q6094275,,erkek,,
Süha Doğan,Q110065327,,erkek,,
Süheyl Denizci,Q93119028,İstanbul,erkek,,
Süheylâ Gürses,Q137549635,,kadın,,
Süleyman Arda Eminçe,Q111013996,İzmit,erkek,,
Süleyman Seçik,Q97320239,Eğirdir,erkek,,
Sümer Ezgü,Q1769376,Burdur,erkek,,
Sümeyra,Q2382131,Edirne,kadın,Türk halk müziği,
Sümeyre Aydoğan,Q116218315,İstanbul,kadın,,
Süreyya Duru,Q6074254,İstanbul,erkek,,
Sıdıka Özdil,Q6091732,Ankara,kadın,,
Sıla,Q463834,Acıpayam,kadın,"caz, pop müzik",5gFPi3KWXEwA9bLEO47Ow0
Sırrı Gültekin,Q6101970,İstanbul,erkek,,
Sırrı Süreyya Önder,Q982389,Adıyaman,erkek,,
Taci Uslu,Q93786603,Bergama,erkek,,
Taha Gürbüz,Q116555616,,erkek,,
Tahir Karagöz,Q136099427,Meram,erkek,,
Tahir Paker,Q109388267,Adana,erkek,,
Tahsin Özgür,Q28916529,İstanbul,erkek,,
Tahsin Özkan,Q111021597,Wedding,erkek,,
Tahsin Ünüvar,Q47034897,,erkek,,
Tahsin İncirci,Q1442081,Karaburun,erkek,,
Talat Artemel,Q6080347,İstanbul,erkek,,
Talat Gözbak,Q97206156,Sivas,erkek,,
Talip Özkan,Q3038893,Denizli,erkek,,
Tamer Fahri Özgönenc,Q22979719,,erkek,,
Tan Oral,Q2391948,Merzifon,erkek,,
Tan Taşçı,Q6092332,,erkek,pop müzik,2rNgr1pkSDfxQTYhqCT45D
Tan Tolga Demirci,Q16214813,İstanbul,erkek,,
Taner,Q6080298,,erkek,pop müzik,
Taner Akyol,Q2385915,Bursa,erkek,,
Taner Akçam,Q559228,Ölçek,erkek,,
Taner Elhan,Q22926898,Ankara,erkek,,
Taner Oğuz,Q110382192,,erkek,,
Taner Sayacıoğlu,Q6044753,,erkek,,
Taner Ölmez,Q17046369,Tunceli,erkek,,1McelRwxKrS53r7y3DLwsD
Taner Öngür,Q6102899,Fatih,erkek,,0G4HK2aboD5qYquNGcJ2yO
Taner Şener,Q116555564,,erkek,,
Tanju Duru,Q6085960,Ankara,erkek,,
Tanju Gürsu,Q6100742,Trabzon,erkek,,
Tanju Korel,Q6092437,İstanbul,erkek,,
Tanju Okan,Q1971716,İzmir,erkek,pop müzik,4cuKvPTMHl5NwNjdukeWYb
Tankurt Manas,Q96215882,,erkek,rap,
Tansel Akzeybek,Q25608316,Berlin,erkek,,
Tansu Kızılırmak,Q6088745,,erkek,,
Tarkan,Q485771,Alzey,erkek,"pop müzik, Rhythm and Blues, dance pop, folk-pop",2yMN0IP20GOaN6q0p0zL5k
Tarkan Altınok,Q6052361,,erkek,,
Tarkan Gözübüyük,Q7686249,Erzurum,erkek,,
Tarkan Karlıdağ,Q6078931,Ankara,erkek,,
Tarkan Tüzmen,Q2394354,Ankara,erkek,pop müzik,
Tarkan Çakır,Q24202479,Bakırköy,erkek,rock müziği,
Tarık,Q6052515,Mersin,erkek,,
Tarık Dursun K.,Q6100177,İzmir,erkek,,
Tarık Tibet,Q124425540,,erkek,,
Tarık kirpi,Q6089349,Kuştepe,erkek,,
Tayfun Belet,Q26702984,İzmir,erkek,,
Tayfun Duygulu,Q12812094,İstanbul,erkek,,
Tayfun Erdem,Q2397769,İstanbul,erkek,,
Tayfun Güneyer,Q6079743,Karşıyaka,erkek,,
Tayfun Hancılar,Q6036954,Ordu,erkek,pop müzik,
Tayfun Pirselimoğlu,Q6091787,Trabzon,erkek,,
Tayfur Aydın,Q117859099,,erkek,,
Taylan Atlıhan,Q6053117,İstanbul,erkek,,
Taylan Barman,Q3516482,İstanbul,erkek,,
Taylan Susam,Q30832749,,erkek,,
Taşkın Doğanışık,Q31192590,,erkek,,
Tchéky Karyo,Q317704,İstanbul,erkek,,
Tekin Girgin,Q104672570,Ağrı,erkek,,
Tekin Kurtuluş,Q90864,Salzgitter,erkek,,
Temel Gürsu,Q17046379,Trabzon,erkek,,
Temel Karamahmut,Q31189041,Karadeniz Ereğli,erkek,,
Teoman,Q982765,İstanbul,erkek,rock müziği,40KlwpvpKEQtZTJgbml8lT
Teoman Alpay,Q6046008,Çanakkale,erkek,,
Teoman Önaldı,Q6017992,Trabzon,erkek,,
Tepki,Q118946899,,erkek,,
Tevfik Akbaşlı,Q6099384,İstanbul,erkek,,
Tevfik Başer,Q713111,Çankırı,erkek,,
Tevfik Bozdağ,Q108027751,Ankara,erkek,pop müzik,6Ny3ydaAkJzUSlzKMkSAA6
Tevfik Fikret Uçak,Q1253648,Samsun,erkek,,
Tevfik Girginer,Q137506380,,erkek,,
Tevfik Polam,Q124425570,,erkek,,
Tibet Ağırtan,Q6059048,Mersin,erkek,rock müziği,49EEjGBTJY89TVzYfat8OM
Tilda Rejwan,Q28868263,İstanbul,kadın,,
Timur Musabay,Q27052104,,erkek,,
Timur Selçuk,Q7807697,İstanbul,erkek,,
Timur Urucoglu,Q95757357,,erkek,,
Timuçin Şahin,Q2435392,,erkek,caz,
Togan Gökbakar,Q7813033,İzmir,erkek,,
Tokatlı Aşık Nuri,Q134271443,Samsun,erkek,,
Tolga Baş,Q117861899,,erkek,,
Tolga Bilgin,Q97223071,,erkek,,
