isim,Spotify_ID,Followers,Popularity,Spotify_Tur,EveryNoise_Tur
Yeliz,3Oebtq87rysNEKW2bKMHoH,53127,,"anatolian rock, arabesk, turkish pop",classic turkish pop
Tülay Özer,11SuwTwXyJ3eXo35l5AQcc,51863,,"anatolian rock, arabesk",classic turkish pop
Esin Engin,4uIGU1mY4tCjIWAJ0jqFSC,32116,,"anatolian rock, tango, turkish pop",classic turkish pop
Gökben,5lGa3BMsmlltlhUu9t8cXx,32089,,"anatolian rock, turkish pop",classic turkish pop
Rengin,48i1aKgMChNYloMbB1uJEH,30009,,turkish pop,classic turkish pop
Ayla Algan,4hqP91hNWDZJxPKaw68KbN,29527,25,"anatolian rock, turkish pop",classic turkish pop
Yesim,0X3ANWhtzqCeXDyhkQmw1D,25966,,"anatolian rock, turkish pop",classic turkish pop
Funda,3M0UbRafBURtXVJMZX15BU,25808,,"anatolian rock, arabesk",classic turkish pop
Cici Kızlar,1I253VA1DgfRm9misAcGq8,22032,,"anatolian rock, turkish pop",classic turkish pop
Sibel Egemen,004o28Efomj1XPNvbAcwIX,21194,21,"anatolian rock, turkish pop",classic turkish pop
Berkant,2c3QSjXlvmSEHsaosjFmd1,19986,,"anatolian rock, arabesk, turkish pop",classic turkish pop
Grup Gündoğarken,6z92GkID2xzYJi58vlRqM3,19949,,"anatolian rock, turkish pop",classic turkish pop
Seyyal Taner,4KsBdM2lmX37p3YR0odew0,19142,,"anatolian rock, turkish pop",classic turkish pop
Handan Kara,4IoKTSnBx1KFpg2en629fw,18325,,"anatolian rock, arabesk, turkish pop",classic turkish pop
Melike Demirağ,2k7VfpIwa6iKCz1Xt4PxHD,16873,23,"anatolian rock, turkish pop",classic turkish pop
Ersan Erdura,1YGvsx5BBCcrUVPOxTwIR8,16248,,"anatolian rock, turkish pop",classic turkish pop
Yasemin Kumral,5GTadif4oTLw3Dpe49QI1k,15976,,"anatolian rock, turkish pop",classic turkish pop
Işıl Yücesoy,6fSz8ISAHjj8eD6mKVAl4G,15787,,turkish pop,classic turkish pop
Güzin İle Baha,6dytXiJkoMMHccOb6PiOqo,15332,31,"anatolian rock, turkish pop",classic turkish pop
Gönül Turgut,3E2lHRV6WfUemnxBu8C8Rw,15319,,"anatolian rock, turkish pop",classic turkish pop
Bilgen Bengü,1hAHMocEufbSptd2Qnhtp1,14808,,"anatolian rock, turkish pop",classic turkish pop
Suat Sayın,57TM29gPB8VYIycyeb8G1L,12298,,arabesk,classic turkish pop
Ayse Mine,5DDy8nMaixreRj5UdVuT1L,11838,,"arabesk, turkish pop",classic turkish pop
Semiha Yankı,3mPO8DNAJDCf6YmuRMcAgz,11797,,"anatolian rock, arabesk, turkish pop",classic turkish pop
Akrep Nalan,2TGC73pOQvqpbwxQcCTBho,11665,,turkish pop,classic turkish pop
Selçuk Ural,6TIYVZ78h1oOrBfRT2OAOg,11329,,"anatolian rock, turkish pop",classic turkish pop
Bora Ayanoğlu,1zStM6YpkGN7FRROMpAmn1,11110,18,"anatolian rock, turkish pop",classic turkish pop
Salim Dündar,4rdzq7ZSBhV3ohvGC64FFZ,10458,,"anatolian rock, arabesk, turkish pop",classic turkish pop
Lale Belkıs,6WkIJVBk1eCUTKR0YG0sdK,10387,,"anatolian rock, turkish pop",classic turkish pop
Yaşar Güvenir,2ATeZCBx5birAzuDYKrwal,10170,,anatolian rock,classic turkish pop
Attila Atasoy,4QmOuXOA58tfYJPqR34Is4,10138,,"anatolian rock, arabesk, tango, turkish pop",classic turkish pop
Ömür Göksel,3JpddP7Y0lyo4zxURdD844,10016,,"anatolian rock, turkish pop",classic turkish pop
Rüçhan Çamay,2W7XXCTt52oVaUG63iOmLh,9980,,"anatolian rock, turkish pop",classic turkish pop
Sevda Karaca,5bbtx0FcqeM5epgAv8sRC4,9292,,"anatolian rock, turkish pop",classic turkish pop
Ay-feri,0JjXkSy0UJMEqZKwSPjG4n,9006,,"anatolian rock, turkish pop",classic turkish pop
Fedon,0fBEgrLBNZC4LUvb2oO4I4,8312,,turkish pop,classic turkish pop
Juanito,3JErydfv224AU6dtAItxWG,8234,,"anatolian rock, turkish pop",classic turkish pop
Ercan Turgut,1NKhpzwXHKB9DUOQB3pbps,8159,,"anatolian rock, arabesk",classic turkish pop
Güzide Kasacı,26N9gsTTQrBXCSWjU7RFmT,7770,,"arabesk, turkish pop",classic turkish pop
Fecri Ebcioğlu,3CsxmNZISD1QgXHlsKSx88,7660,,"anatolian rock, turkish pop",classic turkish pop
Şecaattin Tanyerli,57hYuUFQFObppHdNNcLe6E,7502,,"anatolian rock, tango",classic turkish pop
Coşkun Demir,49rst6rei1Y3KXPWIZlu6m,6805,,"anatolian rock, turkish pop",classic turkish pop
Zaliha,5PPKGzirSnU3q2GHqgHPM2,6312,,"anatolian rock, turkish pop",classic turkish pop
Sevim Şengül,0qPcqbq6GWEmdtMF26NYV8,6021,,arabesk,classic turkish pop
Oya,4PmM1T03zdWJlj0TSUEsa6,5901,,anatolian rock,classic turkish pop
Gülistan Okan,4XRbn8X1gJCnDm4m8FTrK4,5851,,turkish pop,classic turkish pop
Nermin Candan,6rbgEsaHYuUE7nXB2fqiD6,5791,,"anatolian rock, turkish pop",classic turkish pop
Neco,7zOtD8R69X5cikWdL1oWFW,5731,,"anatolian rock, turkish pop",classic turkish pop
Rezzan Yücel,5SbxZkpO0pGL92GCurF3C5,5575,,turkish pop,classic turkish pop
Serpil Barlas,4mlozanMsNbZkzbfYXOpXo,5261,,"anatolian rock, turkish pop",classic turkish pop
Gökhan Abur,35wJhFAxxLUV57Y1TqSYmm,4925,,"anatolian rock, turkish pop",classic turkish pop
Saadet Sun,2CXQ5oIqKhIlwCCtWgiPow,4788,,"anatolian rock, turkish pop",classic turkish pop
Turgay Merih,19oR1jV3U9Gq949It7i6j9,4519,,"anatolian rock, turkish pop",classic turkish pop
Aysun Kocatepe,0Cb3uqOFDYFbVVtnEF1fKF,4328,,turkish pop,classic turkish pop
Sevim Deran,4AU6GvgAK9ByD8saUXmiOZ,4134,,"anatolian rock, arabesk",classic turkish pop
Meral Zuhal,2EWyqY134Bb4Xep9k0yNl2,3832,,"anatolian rock, turkish pop",classic turkish pop
Engin Evin,6szp5zYe80ZrJmAXBoAjPC,3530,,"anatolian rock, turkish pop",classic turkish pop
Banu Kırbağ,1ZRmvAKxkH1OXCLpL3t5Ho,3389,,"anatolian rock, arabesk, turkish pop",classic turkish pop
Şehrazat,0a5LeayBVar0YadZ32KTZ5,3336,,"anatolian rock, turkish pop",classic turkish pop
Ali Kocatepe,0pc9IOM5tKqyyc3QtpSc9h,3087,,"anatolian rock, turkish pop",classic turkish pop
Recep Aktuğ,7LibVhaV37szV1z4AnNNu9,2939,,turkish pop,classic turkish pop
Iskender Dogan,3OZVG3NmLzBLnpNEJr8no2,2919,,"anatolian rock, turkish pop",classic turkish pop
Nurhan Damcıoğlu,771VjzTUZjO5uV9Qe2yiRH,2822,,"anatolian rock, oyun havasi, turkish pop",classic turkish pop
Aylin Urgal,6OhouCXUEwLn79044dF473,2713,,"anatolian rock, turkish pop",classic turkish pop
Aydın Tansel,55VsQYE34nvDeQhYNB6naZ,2701,,"anatolian rock, turkish pop",classic turkish pop
Cumhur,6rPlzcNq19USNkenshFwbM,2678,,"anatolian rock, turkish pop",classic turkish pop
Cihan Akerson,2XU5a4l9MEy76LgjBYKFFu,2471,,"anatolian rock, turkish pop",classic turkish pop
Mehmet Taneri,7Ic4MmcCpZXDYl59jGVxUx,2424,,turkish pop,classic turkish pop
Niño De Murcia,5wdVFLN5jec49nVgbDqJyX,2347,,anatolian rock,classic turkish pop
Öztürk Serengil,1k4TNy8819y0QKjsqBcnNe,2288,,anatolian rock,classic turkish pop
Kenan,04IVshPkDx66MTXkK3Y6Qw,1723,,"anatolian rock, turkish pop",classic turkish pop
Metin Ersoy,2d9VfAdWCZaTpjBsi6UKZe,1676,,"anatolian rock, turkish pop",classic turkish pop
Meral & Zuhal,6tAokmJ7LqNMOyHMKROiZP,1666,,"anatolian rock, turkish pop",classic turkish pop
Eski Dostlar,4ASWecsJXLNLVVu6LVh213,1625,,"anatolian rock, turkish pop",classic turkish pop
Süheyl Denizci Orkestrası,4TSfGfJhpBxhqPWsC8ASkI,1382,,anatolian rock,classic turkish pop
Güneri Tecer,4co5NjdyLCVzNZUe0T7Obz,1184,,"anatolian rock, turkish pop",classic turkish pop
Meral,0WKBsUC0mn2YMKLGJf6VaE,1006,,,classic turkish pop
Kartal Kaan,1i2PyxLXrE3lq5M4NVLQLs,900,,"anatolian rock, turkish pop",classic turkish pop
Nilgün Atılgan,1LKhG6NrRarTz6Q2phBEHE,865,,turkish pop,classic turkish pop
Baha Boduroğlu,5mW103YUYbiRMIQXqXUNYf,683,,"anatolian rock, turkish pop",classic turkish pop
Yalçın Ateş 6,3X3YeFWtigHEbvlLaSQ48E,623,,"anatolian rock, turkish pop",classic turkish pop
Gökhan,4WFNlgXRi9KFVK8AlNJvY9,525,,"anatolian rock, turkish pop",classic turkish pop
Romalı Perihan,1fbdVNTzZ61hAitzD4Sa5E,493,,"arabesk, turkish pop",classic turkish pop
Serap Aksoy,6n1nGu2MKdfcU2akIQNZCx,488,,turkish pop,classic turkish pop
Selma Devrim,30tOFNXNx6oNxggCzQQYeJ,326,,"anatolian rock, turkish pop",classic turkish pop
Nino de Murcia And His Spanish Ensemble,3wgcz66ZtzO3gW23WB1Oat,266,,,classic turkish pop
Özgün Semerci,6DW05yZso4Pg1w5G2zUIML,3620,,,clawhammer banjo
Şubadap Çocuk,0WEm7OoYkjL0n7OirhWkN8,36446,45,"children's music, children’s music",cocuk masallari
Banu,24HnNEPKJ1hoTVYQ74toHl,4524,,turkish pop,cocuk masallari
Adile Naşit,0qSUglQQnn0JZcQUXe4arF,3496,,,cocuk masallari
Derya Baykal,6YxKH7IpwgOxBUgCQjSz2F,1581,,,cocuk masallari
Ülkü Giray,5eS5on9yqecUh72kPgoioA,1477,21,anatolian rock,cocuk masallari
Müşfit Kehter,2c862q8sFOqeBM5l1yVzch,1085,,,cocuk masallari
Yıldız Kenter,6cZwioMqJj9n0hYENEiK5R,985,,,cocuk masallari
Grup Şeker Kızlar,3ewZv26dwlgdDfzQmtqqqO,733,11,,cocuk masallari
Erol Günaydın,1JNayFpIilpgnVor3p1Nu4,710,,,cocuk masallari
Begüm Çiçek,6aC6GhfrUKw9ZON6c8ZH2N,559,0,,cocuk masallari
Müzeyyen Yılmaz,3c4U2ddBSYT1THgoSroVEg,506,1,,cocuk masallari
Gazanfer Özcan,2JsT6nlkDo5eJ4m5jGal1t,373,,,cocuk masallari
Selçuk Dinçer,4hvPJXD6AX7asbJKVLSsWd,331,,,cocuk masallari
Ecrin Su Çoban,13trRHQvVRg3Zu4TuVJdGH,131804,39,,cocuk sarkilari
Kukuli,34RXQHy3IsY8PYPEx6xAUk,60611,47,"children's music, children’s music",cocuk sarkilari
Çocuk şarkıları Superstar,3r5UA1Z5M9M5oL8L1InzwZ,35207,49,"children's music, children’s music",cocuk sarkilari
Sevimli Dostlar,74CraZAGPZT9m0OO8zeZ29,33043,47,"children's music, children’s music",cocuk sarkilari
Oya & Bora,4KBqNI9S7b1auif398Eef5,23989,37,turkish pop,cocuk sarkilari
Onur Erol,0JtskWTMhJ4Nv9hMkC5vCn,22480,35,"children's music, children’s music",cocuk sarkilari
Süper Çocuk Şarkıları,0qD6xMmvr735DtRIaQkmBD,20238,44,"children's music, children’s music",cocuk sarkilari
Eda Döğer,4834nns33LZXLtmnPGqQsv,19733,15,,cocuk sarkilari
Metin Özülkü,60KWc0tXssJkTZFWB2lia9,18751,27,turkish pop,cocuk sarkilari
Binnaz Sönmez Dursun,08BcOmBSaEW9ILEKc4MXvQ,17190,37,"children's music, children’s music",cocuk sarkilari
Kuzey Köker,0EuhjjgmaPLSzRqMKJj08R,16204,24,turkish pop,cocuk sarkilari
Rahatlatıcı Müzik Terapi,6ZWeuH2HiE04sYLqpUkJI8,14489,47,,cocuk sarkilari
Ninnilerle Rüyalar,03O20v4ZzI6CQnlK36O6f1,13324,43,lullaby,cocuk sarkilari
Ezo Sunal,630S9nSeBPH86CV8TA8ITR,13107,32,"children's music, children’s music",cocuk sarkilari
Özge Öz,5DgAYMu4hukMNxCw4jYHwi,10605,51,"arabesk, karadeniz folk",cocuk sarkilari
Alpaslan Yıldız,2x6OaPzRFqtLcpsuLkbYoj,9753,28,"children's music, children’s music",cocuk sarkilari
Asuman Üzüm,1enXc3pow3yvAgTEpHY3N0,8690,20,"children's music, children’s music",cocuk sarkilari
Sözer,2n7YqGmuXALR53pSS38qnY,7261,28,"children's music, children’s music",cocuk sarkilari
Sihirli Grup,28qGBcSoAsrhHKQiy4QFpn,7250,30,"children's music, children’s music",cocuk sarkilari
Aleyna Ünyaylar,2tMacltRj21ofaZQ2mBa7p,7061,37,"children's music, children’s music",cocuk sarkilari
Müjde Tuğsuz,55QhT7ZDerHcffSmRxcV9K,6924,47,lullaby,cocuk sarkilari
Ahmet Öncan,38NEYwAWsA7N1mNoSwjz5O,6479,18,"children's music, children’s music",cocuk sarkilari
Çocuk Korosu,2ahy0Ukcu0ADaGsEWyQ5JZ,6445,23,"children's music, children’s music",cocuk sarkilari
We Play Şarkıcıları,6sL46WCW66cvhxDUFl2OyZ,5968,23,"children's music, children’s music",cocuk sarkilari
Aleyna Buse Çaykıter,2on5pQ6Yd8cT4nd02pOe1x,5857,26,"children's music, children’s music",cocuk sarkilari
Sevda Künktakan,3MFCkuSJhwcgLCPWY75ft5,5778,39,lullaby,cocuk sarkilari
Niloya,3ZuL6MT20NwgBuiqNE6CPh,5760,38,"children's music, children’s music",cocuk sarkilari
Hale Hızal Berberoğlu,5qke7rQlcGnEhwrLA2FON3,5520,34,lullaby,cocuk sarkilari
Figen Yılmaz,7gyC9WB4q4Hq2hIbpDRiHa,5289,32,"children's music, children’s music",cocuk sarkilari
Bebek Uyku Ninnileri,26d5rxorD7Cn2Mmsf01pAZ,5246,,,cocuk sarkilari
Gönül Kazancı Yeprem,2Dv3xjZiZvhZniteKbWXp1,4944,25,"children's music, children’s music",cocuk sarkilari
Periler ve Ninniler,4YAH1RKajVYTiyIeYmI3y4,4793,31,lullaby,cocuk sarkilari
Mey ile Pom,2yNzWbi3r2Bxl5ElmLV2SP,4315,24,"children's music, children’s music",cocuk sarkilari
Banu Kanıbelli,5axYOS6xHpw1SU6jp2Vlq7,4030,22,"children's music, children’s music",cocuk sarkilari
Mircan Kaya,21Bj5H9sSwheqVpDCKY31y,4013,17,,cocuk sarkilari
Aslıhan Erkişi,2On5ejRjbC657vTLFCsVRI,3738,27,,cocuk sarkilari
Zeynep Karalar,5HXsk3IAI08RRK6IgnUS0j,3340,16,"children's music, children’s music",cocuk sarkilari
Begüm Günceler,6zLutmgjmoKvrsH5hyqNz1,3326,12,,cocuk sarkilari
Guru Woof Rahatlatıcı Müzik,5BfutHBRfA1piFdDvguNys,3280,42,,cocuk sarkilari
Minik Dualar Grubu,44iCr62U2Kd1LUOgdqRh6e,3149,26,,cocuk sarkilari
Gülseren,2kptlJ14pFoFGPb7q28YCG,2607,14,lullaby,cocuk sarkilari
Sevgi Asöcal,0e6mTL6wangfunl51BgKQb,2436,22,"children's music, children’s music",cocuk sarkilari
Mehtap Demir,1KWV26medfYzMx0XkU6Wwl,2344,18,,cocuk sarkilari
Feridun Emre Dursun,6s8nbwoB5bRVWLs1MFfYEc,2302,14,"children's music, children’s music",cocuk sarkilari
Ninni Bebek,17yMeUfQrGYdG5zCBU3qG7,2174,26,,cocuk sarkilari
Çocuk Şarkıları,7aiKhqsJa05FE7sdbCcBk2,2004,,,cocuk sarkilari
Berrin Çopur,25oMJWu69KW2CTXtmnb0Vc,1567,6,"children's music, children’s music",cocuk sarkilari
Yusuf Bütünley,5Cfgo1JVoxGAkLxHTF81yw,1531,23,,cocuk sarkilari
Enver Barış,7HvRdPHMlu2vfK6LqOVWUM,1476,8,sufi,cocuk sarkilari
Limon ile Zeytin,6BaZwuDPP14yB1rPgde9b1,1463,14,,cocuk sarkilari
Menent Savaş,3hAK2IWbOwI0lECgevZbJ9,998,12,lullaby,cocuk sarkilari
Cumhuriyet Çocukları,1sdiQajuUnQsr7Oat7AWd8,955,6,,cocuk sarkilari
Serkan Akgün,6jGlVqZmJdVtdFcrpIjqMx,869,16,,cocuk sarkilari
Sevda Şengüler,4En8mQfjVJLziLcCOacbI1,770,17,,cocuk sarkilari
Hasta Pasta,5XCzE8YTmgLy3FnaMA4uZP,744,7,,cocuk sarkilari
Ferda Ereren,78H8F5iuEwVb0DbEGWb6pQ,660,2,,cocuk sarkilari
Kadir Künktakan,0xoFyKWkW2h1P5Ow20msh5,572,16,,cocuk sarkilari
Kadim Tekin,440OmDMbbbjVeaPO7SwyPC,554,10,turkish hip hop,cocuk sarkilari
Aleyna,0EnasfUmGef9Vd36dmgLUu,551,6,"children's music, children’s music",cocuk sarkilari
Oğuz Elbaş,6gWo2Hy322od8ZLqNDMOar,532,2,"children's music, children’s music",cocuk sarkilari
Can Akbel,5AHnktQZgqeBuopY18RSYv,441,14,,cocuk sarkilari
Yuriy Ryadchenko,42Gn3zaOqD5NXKPJeNoQ7h,403,10,anatolian rock,cocuk sarkilari
İmre Hadi,6yAzgxrKo4QIqNRg7hdrra,347,3,,cocuk sarkilari
Deniz Candan Uzun,48fHweQJBg95r6Fs3bqakH,275,8,,cocuk sarkilari
Daü Sem Ada Işığı Çocuk Korosu,3i1r9DFEsiUW3BUfWRe2jo,221,0,,cocuk sarkilari
Sıla Erdem,2Ytzma8IkdflT5xP5G7KmU,140,0,,cocuk sarkilari
Didar Şeşen,1lSEU49A9hUlGgPp1py72E,129,0,,cocuk sarkilari
Yaprak Sandalcı,5NSm1gCrRldB3XcTShM2nv,40,0,,cocuk sarkilari
Ceren Tat,5N3re6DUJ1gMeJg8ZphFoc,28,0,lullaby,cocuk sarkilari
Eko Fresh,7GaMopkesD4KK9dNbgyO5D,300812,48,"german hip hop, turkish hip hop",cologne hip hop
Phronesis,3FtuExHiGsLvTnreIt7i2x,16034,,"experimental jazz, jazz, jazz fusion, nu jazz",contemporary jazz
Mert Can,049qisXXHEXKQSQqzbr14Q,3257,32,slap house,covertronica
Seth Ect,1JzkcypuoFSc3dTUNFv5Xp,945,1,"industrial, industrial metal, industrial rock, mathcore",cyber metal
Mısırlı Ahmet,2QYEwtEolx2HSYnGsZXquT,2681,14,,darbuka
Ozgur Ozkan,05OW5CpR8qITUj60zrj8L7,1271,3,progressive house,dark progressive house
Ozgun,0cKY4wsPOI6B3ILdDWnwmx,3972,26,"acid techno, big room",deep big room
Anoreksi,4grwmhhqGTFmQbYfkiIJ8C,1287,,melodic death metal,deep melodic death metal
Ahmet Sendil,18mAG9V2Jdp88QW3LlBs22,4108,,"minimal techno, tech house",deep minimal techno
Simge,4StjyzjcmZ7a9QncHVf0pu,2348107,63,"t-pop, turkish pop",deep turkish pop
Ebru Polat,75qHhz1dcbPw1jNllzGsT9,172249,26,"oyun havasi, turkish pop",deep turkish pop
Seda Sayan,5hKNaXEXIxQ3dmZR7FoRr8,167313,50,"arabesk, oyun havasi, turkish pop",deep turkish pop
Gülden,1aQhhnH3sUteqgE1EbmPec,143087,57,"arabesk, turkish pop",deep turkish pop
Selim Gülgören,04nFGBpiwmDOOQ3zU6oc4x,132834,32,turkish pop,deep turkish pop
Mansur Ark,4dtvhNNnGCEi7bGpi3DsQd,129552,,turkish pop,deep turkish pop
Gökhan Keser,6311L3GWCzdBvc0uj3XrKH,96278,21,turkish pop,deep turkish pop
Petek Dinçöz,3v23sHokmHxpTMLEzCWwYn,60229,25,turkish pop,deep turkish pop
Murat Başaran,4yN3WGIwkWg6kw7rF6Yh2M,50728,41,"arabesk, turkish pop",deep turkish pop
Zafer Peker,6LuM9ifVe7Aj0SVWW8z2YX,49739,,"arabesk, turkish pop",deep turkish pop
Yasin Keleş,4vDFE2kUqchV4lOsCVfsc7,48791,44,turkish pop,deep turkish pop
Enbe Orkestrası,2Uxd5x92nW0Q06DoHcpSBJ,46746,,"arabesk, turkish pop",deep turkish pop
Tuğba Ekinci,1ikwdzJjCjQk79RQlvkTt1,45975,28,"oyun havasi, turkish pop",deep turkish pop
Aleyna Dalveren,0DEH6yu5YarHecSDgOQDfR,42645,,turkish pop,deep turkish pop
LARA,29A0ZyAAZilbn5F6Vztd5i,40698,,"oyun havasi, t-pop, turkish pop",deep turkish pop
Şahsenem,4EUthbspTrEwHdaTrROVKz,40197,,turkish pop,deep turkish pop
Hazal,5bk37r4ahFmVfT6JG6x7gx,38657,,turkish pop,deep turkish pop
Ali Güven,3CPiYdSDYnyKdY5vhWNaYq,37284,34,turkish pop,deep turkish pop
Pınar Aylin,6RslhcwDVfPh1UsqQwx0Dw,36599,28,turkish pop,deep turkish pop
Meyra,31SY4y5GZLDRrW7GIswamU,34964,34,turkish pop,deep turkish pop
Volga Tamöz,0Ktsg7r5IMtl49VmPwiPpu,34593,39,"t-pop, turkish pop",deep turkish pop
Kerim Tekin,2alo1EodApgARIz5lOuvHK,33551,,turkish pop,deep turkish pop
Ozan Koçer,22HxGT3v3lAMu1KWXN0BkL,32199,,turkish pop,deep turkish pop
Gülçin Ergül,5nxcBdJcaohXiCIMuQd200,32001,41,"t-pop, turkish pop",deep turkish pop
Taner,2Vk5T8IS4okkJ58II2Umcr,31641,,turkish pop,deep turkish pop
Gökhan Akar,2rugEs4ym77v8gPi80XXr5,31594,32,turkish pop,deep turkish pop
Doğukan Manço,6IChT254jMRTpE42tHVq3E,31586,,turkish pop,deep turkish pop
Aylin Coşkun,2MGfqrHOt6TPVruHPG6tFF,29394,34,"t-pop, turkish pop",deep turkish pop
Ercan Saatci,5tPQaMOyXCbkZ5DqQAhox5,26419,,turkish pop,deep turkish pop
Göktan,0SC5bBxCOYv7YtBa8XLTh0,26226,,turkish pop,deep turkish pop
Iskender Paydas,41rbd3YKGK2LiBty2QWmdN,23102,50,turkish pop,deep turkish pop
Melih Görgün,2CTggmdbEpr6nyI8zHzGla,22341,,"arabesk, turkish pop",deep turkish pop
Altay,0JbRebRnzCiwyNUMuIeN1P,22136,,turkish pop,deep turkish pop
Nez,4VQHynKk0iNNXE2kDerMKl,21757,,turkish pop,deep turkish pop
Burcu Sapmaz,1KVIEzZBIgcrQeDRNTPM57,21474,,turkish pop,deep turkish pop
4 Yüz,7Iusq7I3YKNa1MnCCrsaqp,21400,,"t-pop, turkish pop",deep turkish pop
Babutsa,03vX1djHak8X52SuNfr3U7,19287,,"oyun havasi, turkish pop",deep turkish pop
Zeynep,2fM6n2r2kGomtKmw7HXqqe,18618,,turkish pop,deep turkish pop
Seçil Gür,2ofI4Ph6hRK1BESHGnXo7b,17068,,turkish pop,deep turkish pop
Aliye Mutlu,4d6HLW1woZHaPab3eJpiyA,16970,,"karadeniz folk, turkish pop",deep turkish pop
Deha Bilimlier,14y31uKVzZkyyAKSqg30d6,16716,,"arabesk, turkish pop",deep turkish pop
Dicle Olcay,0cJTMh5Hf6Z2iK6kBHYsC4,14668,,turkish pop,deep turkish pop
Levent Dörter,3MJxdbolIZVKRnUCYIMqFl,14000,,turkish pop,deep turkish pop
Fulin,5W7a74TyXM4YgfPFQnUXsS,13845,,turkish pop,deep turkish pop
Turac Berkay,4HayvIldCq8J4MEpyQ1Rcm,13352,44,"t-pop, turkish pop",deep turkish pop
İpek Demir,7CkESkuNbWFdbPCvyzLLLz,13251,,"arabesk, turkish pop",deep turkish pop
Jale,1vhZOpEwZ7kwQJ50EmFZOh,12985,,"karadeniz folk, turkish pop",deep turkish pop
Pınar Soykan,7pTztLjOOA9VWk2E0rYQkJ,12508,,turkish pop,deep turkish pop
Nihan Akın,75C2N9CoXlqykoHamamU74,12194,,turkish pop,deep turkish pop
Ayça,7Jvj7CXmJ2itgf8900uHeZ,11572,,turkish pop,deep turkish pop
Nilgül,6n7G1HHHH30UEaHRMPftvp,11437,,"arabesk, turkish pop",deep turkish pop
Nadide Sultan,2P4lgTcDKqHKAttiTQTNyD,11246,,"oyun havasi, turkish pop",deep turkish pop
Seçil,5qdK3FMN5rUn218AFVViyy,10968,,turkish pop,deep turkish pop
Ömür Gedik,3Fnj0gjfxDYyjIZchYWcrg,10929,,"oyun havasi, turkish pop",deep turkish pop
Gökçe Kırgız Taner,4ByD5ORLo9bbAzCJA8PnSd,10723,,turkish pop,deep turkish pop
Fulden Uras,3is8xBSnJvwJDfrJ6rN6fj,10500,,turkish pop,deep turkish pop
Tarık,0YFy4qjSTJJfZ0AnB4cIeq,10034,,turkish pop,deep turkish pop
Metin Arolat,7B4VsBnWq4QxReJDQPH6DF,9830,,turkish pop,deep turkish pop
Ayşen,08oAUWkKDEXXo7mekNbdgj,9748,28,turkish pop,deep turkish pop
Fatih Ürek,31wtQ6z7fJgIe76hay4lNt,9685,,"oyun havasi, turkish pop",deep turkish pop
Gizem,3igRNd6ybREmpQOjHnWZyU,8750,,turkish pop,deep turkish pop
Beyza Durmaz,13uVozddbaSZzDwSa5Uwk4,8503,,"t-pop, turkish pop",deep turkish pop
Oğuz Berkay Fidan,6FMu4iGYnEDePNScCFGZGs,8438,,turkish pop,deep turkish pop
Elif Turan,6ZXQDIxZd9Udk63gMkSSJL,8365,,turkish pop,deep turkish pop
Aslı Hünel,5qeHNlum7qknPvto41yLOv,8115,18,"arabesk, oyun havasi, turkish pop",deep turkish pop
Atilla Taş,0v6XLbkgDgcHEPfytOB8IW,8031,,"oyun havasi, turkish pop",deep turkish pop
Sevda,6szaJxegliBLnTZanvd6sK,8002,,"arabesk, turkish pop",deep turkish pop
Hüseyin Karadayı,1f93gc75tVHC3IfgvT4RSv,7488,,turkish pop,deep turkish pop
Asuman Krause,3Iaqeh9frfFUhYme1hAgct,7321,,turkish pop,deep turkish pop
Emirkan,7ApPA3yglVkZiLgcDmETOh,6904,,"arabesk, oyun havasi, turkish pop",deep turkish pop
Faruk K,6rixu3hOO3YKVGBABu2vpo,6841,,turkish pop,deep turkish pop
Lerzan Mutlu,2df65u5r3jxFWnlDF3L4aF,6819,,"arabesk, turkish pop",deep turkish pop
Ebru Destan,3SEtth9g62xd5dcfiNw2CB,6683,,turkish pop,deep turkish pop
Seren Serengil,4T37DZvjnua4mdN5O0c2BZ,6155,,"arabesk, turkish pop",deep turkish pop
Fatma İşcan,2e1cFWygyirbtOzKmifQbK,5997,,turkish pop,deep turkish pop
Yılmaz Taner,6JE0moFq3V6sH9coS8BwYz,5679,,turkish pop,deep turkish pop
Yaşar Gaga,78XamUAUXTbaM3ytY9aBJu,5451,,turkish pop,deep turkish pop
Erdal,1dISNdzcsydQUo8citZMws,5382,,turkish pop,deep turkish pop
Suat Ateşdağlı,0UyDbmVHKEREbUyFTNc9mf,5082,,turkish pop,deep turkish pop
Nil Özalp,2Jyi4EhYiTiaNaod909Aup,4773,,turkish pop,deep turkish pop
Ozan,3kaFqWcROsYAgOzSd0voYO,4742,,turkish pop,deep turkish pop
Kendi,59sYqGGNlpHuTWcenvV9mZ,4740,,turkish pop,deep turkish pop
Doğukan Medetoğlu,6AKmTsnXKiWgWmdlCBfW30,4588,,turkish pop,deep turkish pop
Hilal Cebeci,7f3FQWkSs30NIllJtHWvut,4466,,turkish pop,deep turkish pop
Abidin,1LO6YpVD6NvxRxLfQvX0Oy,4226,,turkish pop,deep turkish pop
Kemal Doğulu,7B2VFy1LccXiQkdt1QD3vk,4213,,turkish pop,deep turkish pop
Ayshe,6881xqdqrg0cmIk32nbil3,4210,,turkish pop,deep turkish pop
Esra Balamir,5lkf1rQ8Va1Z7AHuZICg38,4033,,turkish pop,deep turkish pop
