isim,Spotify_Isim,Spotify_ID,Takipci,Genre,EveryNoise_Tur,Spotify_Tur,tip,cinsiyet,sehir,MusicBrainz_ID,wikidata_id,muzik_turu (Wikidata),Popularity,foto_url
emre aydın,emre aydın,66vIaZFb8okZH0npc4eQ5q,1171539.0,Turkish Rock,turkish singer-songwriter,"turkish pop, anatolian rock",solo,erkek,Isparta,,,,,https://i.scdn.co/image/ab6761610000e5eb373af20d0a5d65467fb6359c
Kâzım Koyuncu,Kâzım Koyuncu,03YhQQYWzaAU3HAQAJzIHG,1169375.0,Turkish Rock,anadolu rock,"karadeniz folk, arabesk, anatolian rock, oyun havasi",solo,erkek,Artvin,,,,,https://i.scdn.co/image/ab6761610000e5ebef25846da7b29f160f42b4f6
Kaan Boşnak,Kaan Boşnak,03cvjFEHz8eGwYHq1L0Pp2,1154091.0,Turkish Rock,turkish alt pop,turkish pop,solo,erkek,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eba032b32976dab48e38e9ee12
Taladro,Taladro,2ShoGcsu8kekluGvbggGKQ,1147231.0,Turkish Hip Hop & Trap,turkish hip hop,"turkish hip hop, arabesk",solo,,Adana,,,,,https://i.scdn.co/image/ab6761610000e5ebc978bb2e776aae291259c1dc
Summer Cem,Summer Cem,3drqpTL4sQOckmAfF9i1wg,1144355.0,,,german hip hop,Person,,,11f4adc5-afc5-4b6b-b6dd-f2c0aeb578f4,,,65.0,https://i.scdn.co/image/ab6761610000e5eb8aba85c40eb3ab9a1fbe9c0c
Mustafa Sandal,Mustafa Sandal,0mkH5jj3goQ51JtPKVodTo,1138051.0,Turkish Pop,turkish pop,"turkish pop, t-pop",solo,erkek,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eb67a9caed1f960b056049799d
İlyas Yalçıntaş,İlyas Yalçıntaş,2ekGsQEkeMtYFA16Jjes2M,1132071.0,Turkish Pop,turkish pop,turkish pop,solo,erkek,Erzincan,,,,,https://i.scdn.co/image/ab6761610000e5eb8bbbdd0e0783032bff1ad0fa
Anıl Piyancı,Anıl Piyancı,2u4xMsh0M2B7R8Wb3pEWae,1121951.0,Turkish Hip Hop & Trap,turkish trap,turkish hip hop,solo,erkek,İzmir,,,,,https://i.scdn.co/image/ab6761610000e5ebfa74db13d5f7981cf7b1351f
Athena,Athena,1Hy8tdpH9ygqoohumHZqVl,1118281.0,Turkish Rock,turkish rock,"turkish pop, anatolian rock",grup,grup,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eb0c10dd4d5318adea5a1d694d
Kahraman Deniz,Kahraman Deniz,3nF0yXDatdq9xV279nEs5X,1117110.0,Turkish Rock,turkish rock,turkish pop,solo,erkek,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eba858b6bab03516e3876ce184
Şanışer,Şanışer,5LUxu287CsPM7jy3yS3l86,1111242.0,Turkish Hip Hop & Trap,turkish hip hop,turkish hip hop,solo,,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eb1572f3fd5e4dd44441196b26
Soner Sarıkabadayı,Soner Sarıkabadayı,4T83el9VQDI0zOyU9zcYNq,1100541.0,Turkish Pop,turkish pop,"turkish pop, t-pop",solo,erkek,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eb1e7e003bb9d8dcd63be056e8
Gülben Ergen,Gülben Ergen,6hypPYDPSsgioRRfBXve38,1095824.0,Turkish Pop,turkish pop,"turkish pop, arabesk, t-pop",solo,kadın,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5ebfc81867e6dd63b102478fe78
Ece Seçkin,Ece Seçkin,1lfD2lvoDctsMr6grjYOb5,1069478.0,Turkish Pop,turkish pop,"turkish pop, t-pop",solo,kadın,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5ebf166f76dde2247aa5ef1e903
Nil Karaibrahimgil,Nil Karaibrahimgil,1PpRPZXSS5ka7m5NW2TO7q,1065539.0,Turkish Rock,turkish singer-songwriter,turkish pop,solo,kadın,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eb7c19868c559990364140a28b
Ajda Pekkan,Ajda Pekkan,27XMnTLvCO7t3qGlQyTMkF,1059204.0,Turkish Rock,turkish psych,turkish pop,solo,kadın,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eb5caaba2758b19a5116c70489
Kolpa,Kolpa,1QZYklqR55tZ6b5mK4LD41,1057114.0,Turkish Rock,turkish rock,turkish pop,,,,,,,,https://i.scdn.co/image/ab6761610000e5ebbb339c7e96bc1cd613b95cc7
ManiFest,manifest,2WjzL05RyqIk5n53sZc9nf,1047576.0,Turkish Pop,,"turkish pop, t-pop",Group,,,b4e624f1-673d-4221-9b42-173dad3e11f4,,,70.0,https://i.scdn.co/image/ab6761610000e5eb8b2e7c7b214af6e5e5d2f9e2
Sancak,Sancak,3IiSjfHNSsynS08uC6w9u3,1042003.0,Turkish Hip Hop & Trap,turkish hip hop,"turkish pop, turkish hip hop, arabesk",solo,,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5ebd5fc911efdc949321760e92b
Kibariye,Kibariye,1btod3aNfVEYNrEzIQgx90,1036229.0,Turkish Sanat & Klasik,arabesk,"arabesk, oyun havasi, turkish pop",solo,kadın,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5ebff04c430d5d5555fd374b5b2
Musa Eroğlu,Musa Eroğlu,295s7rUdwD6adgPiYMRUAM,1025196.0,Turkish Folk,turkish folk,"arabesk, karadeniz folk",solo,,Kıravga,,,,,https://i.scdn.co/image/ab6772690000c46c499d920e3afe61f5ff50d03c
Manuş Baba,Manuş Baba,6p4UYgBKfV1XMDvD9KrtTv,1012670.0,Turkish Rock,turkish rock,"turkish pop, arabesk",solo,erkek,Mersin,,,,,https://i.scdn.co/image/ab6761610000e5eb44e13bd909d16a1ecc3fb8af
Barış Akarsu,Barış Akarsu,0rHmlPHC63IGBTrtQEdDw6,1009599.0,Turkish Rock,anadolu rock,"anatolian rock, karadeniz folk, turkish pop",solo,erkek,Amasra,,,,,https://i.scdn.co/image/ab67616d0000b2732dfd879b5d8c4cae5f47abdb
Feride Hilal Akın,Feride Hilal Akın,2dLBhX7dIdWL6Fsk9l0n1n,999219.0,Turkish Pop,turkish pop,turkish pop,solo,,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eb0ec7c039bab220339eefb22b
Perdenin Ardındakiler,Perdenin Ardındakiler,1lMEWvvUlwzQ5OKB4w1HTn,988129.0,Turkish Rock,turkish alt pop,,grup,grup,Ankara,,,,,https://i.scdn.co/image/ab6761610000e5eb3caaf7833bae918e0266d3b8
Güllü,Güllü,533wb2q2kU814aFEWaIlG2,980451.0,Turkish Sanat & Klasik,arabesk,arabesk,solo,kadın,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eb5ebc49c7771043e13c9e299e
Hakan Altun,Hakan Altun,2AhmWHekrahJri4f5e08Tf,977492.0,Turkish Sanat & Klasik,arabesk,"arabesk, turkish pop",solo,,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eb4e421b9f77f06c7fa9a09244
Kurtuluş Kuş,Kurtuluş Kuş,4jF4tHJlYKS5Z9xdEatCfq,944345.0,Turkish Pop,turkish pop,"turkish pop, arabesk",solo,,Mersin,,,,,https://i.scdn.co/image/ab6761610000e5eb4167586d8db64df6ee8dcaa9
Ferhat Göçer,Ferhat Göçer,13jj3uGldU7cSQLaFkf2Zm,939708.0,Turkish Pop,turkish pop,"turkish pop, arabesk",solo,erkek,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eb6e041bef447c6fa2e088eaa9
KÖFN,KÖFN,3ZKkHPTZTq8z8pokwZiInd,939612.0,Turkish Rock,turkish alt pop,turkish pop,solo,,,,,,,https://i.scdn.co/image/ab6761610000e5eb00a6e6a741c73c0b6c077c70
Muti,Muti,3NPQ2qMGXAR0g1COJxuZ8r,927341.0,Turkish Hip Hop & Trap,turkce drill,"turkish hip hop, turkish pop",solo,,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5ebc1b99c9e9c41830770e03a97
Ece Mumay,Ece Mumay,5FK1YzcREfjBuxM8i7UtBe,922592.0,Turkish Pop,turkish pop,"turkish pop, turkish hip hop",solo,kadın,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eb6c103f856817cf5628f41daf
Orhan Gencebay,Orhan Gencebay,52S9QMQQA2k0LjtELttOVQ,920040.0,Turkish Sanat & Klasik,arabesk,arabesk,solo,,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5ebb7f4cc48c29d2779b2b9995e
Yaşar,Yaşar,50AOA3aPd6tc928KEYaljF,904618.0,Turkish Pop,turkish pop,turkish pop,solo,erkek,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eb8f0edcbd2a1312b786052fb2
Gülden Karaböcek,Gülden Karaböcek,2wioAsnSZ6JmA6I7Y7PDkc,894091.0,Turkish Rock,anadolu rock,"arabesk, anatolian rock",solo,kadın,Ankara,,,,,https://i.scdn.co/image/ab6761610000e5ebf8abf9bb006d8415200aba44
Hayko Cepkin,Hayko Cepkin,3hzijSzD6IwOV4SY2SiWQp,885570.0,Turkish Rock,turkish rock,anatolian rock,solo,erkek,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eb231f96eae7457aaa7cf20fc4
Diyar Pala,Diyar Pala,23Q5T7JtqekFJMbC0XKxnh,881133.0,Turkish Hip Hop & Trap,turkish hip hop,"turkish hip hop, turkish pop",,,,,,,,https://i.scdn.co/image/ab6761610000e5eb68799885769d7560eb54778e
Derya Bedavacı,Derya Bedavacı,6eBKQVpzyvlMoQaR7buvX8,877883.0,Turkish Pop,turkish pop,"arabesk, turkish pop",solo,,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eb8c37f99cd3b4d432a2cda01f
Nazan Öncel,Nazan Öncel,4li4dx5mFgZlMVeHlARBHP,873947.0,Turkish Rock,turkish singer-songwriter,"turkish pop, arabesk",solo,kadın,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5ebca2821bf5bcaa51816532e38
Sena Şener,Sena Şener,7CW2eGwAuElNq09rVtZYsM,872623.0,Turkish Rock,turkish alt pop,turkish pop,solo,kadın,Gaziantep,,,,,https://i.scdn.co/image/ab6761610000e5eb6507c09a26a940452a2fefeb
Rafet El Roman,Rafet El Roman,5gs9qloTR5m6dM0ScMty3H,871433.0,Turkish Pop,turkish pop,"turkish pop, arabesk",solo,erkek,Edirne,,,,,https://i.scdn.co/image/ab6761610000e5ebfff9c4e847e52a3c037cea10
BEGE,BEGE,6q1sTU51oryTTcWTPTd0VC,869404.0,Turkish Hip Hop & Trap,turkce drill,turkish hip hop,solo,,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eb9130427f4875ae4f6439c7bf
Aşkın Nur Yengi,Aşkın Nur Yengi,2fYdUIUPS7aDdWCzb8Aw2k,861320.0,Turkish Pop,turkish pop,"turkish pop, arabesk",solo,kadın,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eb3f64327e993df13b73598a13
Hidra,Hidra,3yzGegJHrOW1CndMVFoo3m,850660.0,Turkish Hip Hop & Trap,turkish trap,turkish hip hop,solo,,Ankara,,,,,https://i.scdn.co/image/ab6761610000e5eb18c9028a9ff19486f9fd8899
Tuğba Yurt,Tuğba Yurt,1063YgLGlWU0JM26pOnrnv,844757.0,Turkish Pop,turkish pop,"turkish pop, t-pop",,kadın,Belçika,,,,,https://i.scdn.co/image/ab6761610000e5eb5acf4b568b5000a9ef66b99f
Feridun Düzağaç,Feridun Düzağaç,7MZj0XxqxlCZPj6JsMQq0Z,840534.0,Turkish Rock,anadolu rock,"anatolian rock, turkish pop",solo,erkek,Bern,,,,,https://i.scdn.co/image/ab6761610000e5eb3cbf66cdccad8629cb73b9f8
Edip Akbayram,Edip Akbayram,0oFiWQjHNvksJlD0aWzBZM,839115.0,Turkish Rock,anadolu rock,"anatolian rock, arabesk, turkish pop, karadeniz folk",solo,erkek,Gaziantep,,,,,https://i.scdn.co/image/ab6761610000e5eb1833d5a2d4bac417b2ebec46
Zeki Müren,Zeki Müren,0ZZDIo31D35xGrXYTodWrL,832848.0,Turkish Sanat & Klasik,turk sanat muzigi,"arabesk, anatolian rock",solo,erkek,Bursa,,,,,https://i.scdn.co/image/ab6761610000e5eb73f8c083460fab4bd812cf6d
Mert Demir,Mert Demir,1Zj4GtouAnxHq4qw7ooLfm,826990.0,Turkish Rock,turkish alt pop,turkish pop,solo,,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eb503c238e918aa930995fd243
Reckol,Reckol,5FqTuN42w2zGw4Pzd50yaS,824429.0,Turkish Hip Hop & Trap,turkce drill,"turkish hip hop, drill",solo,,Bursa,,,,,https://i.scdn.co/image/ab6761610000e5ebbc2a7a1774dee58636216ec5
Khontkar,Khontkar,1iJrQKRh5aJnp6cG5lpITr,824204.0,Turkish Hip Hop & Trap,turkish trap,turkish hip hop,solo,erkek,İzmir,,,,,https://i.scdn.co/image/ab6761610000e5eb014c0d1661f557e7d20711d9
Gece Yolcuları,Gece Yolcuları,21ppfKgGToa81HQE0kET5P,822916.0,Turkish Rock,turkish rock,"turkish pop, anatolian rock",grup,grup,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eb93cab705a4ff3b2a6f1a3741
Erkin Koray,Erkin Koray,4o3Nv2BAyoZkyGaRXv4rT3,821553.0,Turkish Rock,anadolu rock,"anatolian rock, arabesk",solo,erkek,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eb43b0da326712059728753e2d
Amo988,Amo988,05c2IUQGegTcqtWeWwuJ06,821222.0,Turkish Pop,turkish trap pop,turkish pop,,,,,,,,https://i.scdn.co/image/ab6761610000e5eb1fe5cf6232102620ed6dacae
Yedinci Ev,Yedinci Ev,40ic8Y3x4vmLUGXXpk7bVq,801201.0,Turkish Rock,turkish alternative rock,,grup,grup,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5ebade8a9da1024fb0198b5d4f9
Canozan,Canozan,4MUb8ilmrxyePXwSkG31lC,790546.0,Turkish Rock,turkish alt pop,,solo,,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eb3ca091dd9cf352780423ead3
Pera,Pera,1bzmtVU7jf2rRZJALkZA3j,788662.0,Turkish Rock,turkish rock,,,,,,,,,https://i.scdn.co/image/ab6761610000e5eb3e69dcf8bb775dbdcf2f66c0
Burak King,Burak King,18hpynG63scJYxOSDYHUVN,783405.0,Turkish Hip Hop & Trap,turkish hip hop,"turkish pop, turkish hip hop",,,,,,,,https://i.scdn.co/image/ab6761610000e5eb702778db1b61d25571163cea
Tan Taşçı,Tan Taşçı,2rNgr1pkSDfxQTYhqCT45D,778770.0,Turkish Pop,turkish pop,"turkish pop, arabesk",,,,,,,,https://i.scdn.co/image/ab6761610000e5eb068556a885749d2f86559d09
Can Bonomo,Can Bonomo,3vJJGsSAF5zQegZo5sJEh6,777060.0,Turkish Rock,turkish rock,"turkish pop, anatolian rock",solo,,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eb2dbe19089ce637f18fae10d7
Ümit Besen,Ümit Besen,2Cusk8DpjH8r3BDvuN3ufo,760037.0,Turkish Sanat & Klasik,arabesk,"arabesk, turkish pop",solo,erkek,Osmaniye,,,,,https://i.scdn.co/image/ab67616d0000b2734ff51dce536ea19aae563e88
Ufuk Beydemir,Ufuk Beydemir,00C6n2psbFm6XWqyPCXJ5v,751981.0,Turkish Rock,turkish singer-songwriter,turkish pop,solo,erkek,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eb6213d8dcd71f3cdbe8df5629
Mahmut Orhan,Mahmut Orhan,3t8WiyalpvnB9AObcMufiE,727399.0,Turkish Electronic,turkish deep house,,solo,erkek,Bursa,,,,,https://i.scdn.co/image/ab6761610000e5eb9981d0fb9b0cfa3ac351be78
Ceg,Ceg,2QDHxmDObOuv9MCeBYiFtq,723561.0,Turkish Hip Hop & Trap,turkish trap,turkish hip hop,solo,,Eskişehir,,,,,https://i.scdn.co/image/ab6761610000e5eb339e007aaa3b41d99a7f0c56
Kıraç,Kıraç,4XYD8wP6f1sfLtWfrY1luF,696202.0,Turkish Rock,anadolu rock,"anatolian rock, turkish pop, arabesk",solo,erkek,Göksun,,,,,https://i.scdn.co/image/adefe617fe9bc1735f5e36c1aea24be6b157a8c3
Emre Fel,Emre Fel,1kRAeenoDZ5jBdzboZQuKa,692497.0,Turkish Rock,turkish singer-songwriter,"anatolian rock, turkish pop",solo,,Amasya,,,,,https://i.scdn.co/image/ab6761610000e5eb6753d3fa606cfdd7b84ee614
İbrahim Erkal,İbrahim Erkal,0Fd2y4arCJPyGqNkZDq2vZ,692241.0,Turkish Sanat & Klasik,arabesk,arabesk,,,,,,,,https://i.scdn.co/image/ab6761610000e5eba0dbb7c66c726a47a219b545
Yusuf Güney,Yusuf Güney,7ictQXHIBmXODb4ykTI95n,691972.0,Turkish Pop,turkish pop,"turkish pop, karadeniz folk",solo,erkek,London,,,,,https://i.scdn.co/image/ab6761610000e5eb044ad244dd1f48704be6dd31
Nigar Muharrem,Nigar Muharrem,6qg3g0aneq4tOJgpzIuEmT,689532.0,Turkish Pop,turkish pop,"turkish pop, arabesk",,,,,,,,https://i.scdn.co/image/ab6761610000e5ebaa700f2c6c00e3cfae45352e
Fatma Turgut,Fatma Turgut,1dsKaRPU3HFSdlNyMmH5QI,688367.0,Turkish Pop,turkce slow sarkilar,turkish pop,solo,,Aydın,,,,,https://i.scdn.co/image/ab6761610000e5eb2e0508eea07404bc99df460f
Volkan Konak,Volkan Konak,48CUA59SDed3IdCctKndud,688126.0,Turkish Pop,karadeniz pop,"karadeniz folk, arabesk, turkish pop",solo,erkek,Maçka,,,,,https://i.scdn.co/image/ab6761610000e5ebb70bc110caf8cf1127b247b2
Kool Savas,Kool Savas,1SUu1Bi7ev9HbOzyVC77qD,680392.0,,german hip hop,german hip hop,,,,,,,,https://i.scdn.co/image/ab6761610000e5eb25fc30401f1b8b28e06774f1
Cash Flow,Cash Flow,7J7IAR4rkzo4FcZTDid3Jk,678253.0,Turkish Hip Hop & Trap,turkish hip hop,turkish hip hop,,,,,,,,https://i.scdn.co/image/ab6761610000e5eb623e333066d446a1ceb7538f
Jeff Redd,Jeff Redd,6xqA7u7TxHUYJp6Ww1XgNx,669102.0,Turkish Hip Hop & Trap,new school turkce rap,turkish hip hop,grup,grup,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eb31c53d2e78d7cb2ff313a29c
Mehmet Erdem,Mehmet Erdem,0ylYRIvKTpv9uvTfKbYjM0,666651.0,Turkish Pop,turkish pop,"turkish pop, arabesk",solo,erkek,Manisa,,,,,https://i.scdn.co/image/ab6761610000e5ebec7d2c6098bd5602395c0eb1
Güneş,Güneş,0L3wrFI3QcbXAvFL7IaPQX,664405.0,Turkish Hip Hop & Trap,turkce kadin rap,"turkish hip hop, turkish pop",solo,kadın,Pendik,,,,,https://i.scdn.co/image/ab6761610000e5eb834e194b801bcf9a11457828
Kamuran Akkor,Kamuran Akkor,1hWI1MD4Pe3cgDsgk4eLfR,657891.0,Turkish Rock,turkish psych,"arabesk, anatolian rock",solo,,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eb96d0c8000c49228e42fcac11
Hande Ünsal,Hande Ünsal,6YapGsI8u59kfewJjjJ2LJ,652077.0,Turkish Pop,turkish pop,"turkish pop, t-pop",solo,,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5ebbc53399c3f70b9dea9fd148e
Deniz Seki,Deniz Seki,28bHkFlKKHHudmgvnfYpiJ,651666.0,Turkish Pop,turkish pop,"turkish pop, arabesk",solo,kadın,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eb450573af53e5dee5ce569740
ALIZADE,ALIZADE,1EPZusBDP8yewhsaKtwktz,649582.0,Turkish Hip Hop & Trap,,turkish hip hop,Person,,,d1aaf918-8e30-429e-b4fe-b5623412b741,,,61.0,https://i.scdn.co/image/ab6761610000e5ebe853ba5e30eb9e56cec724d7
Aydilge,Aydilge,0cjA9XY1jx3RlniZbMkCWy,647790.0,Turkish Rock,turkish singer-songwriter,turkish pop,,,,,,,,https://i.scdn.co/image/ab6761610000e5ebdb99bdddf0af75a5dcae7166
Berkay,Berkay,5juVQV1lGuA4o5IrLwpZar,628991.0,Turkish Pop,turkish pop,"turkish pop, arabesk, t-pop",solo,erkek,Ankara,,,,,https://i.scdn.co/image/ab6761610000e5eb5caac7f517d77d039c1a828d
Enes Batur,Enes Batur,5q0uL3T6JoEVGylrtCnfCb,624244.0,Turkish Pop,,"turkish pop, turkish hip hop",Person,,,5e798b09-89aa-4e56-94de-8c2c69e0da5d,,,38.0,https://i.scdn.co/image/ab6761610000e5ebe8e4f00e703692137c91f417
Kubilay Karça,Kubilay Karça,2pbct1ni3yLLAfzrSXQDrH,621680.0,Turkish Pop,turkish trap pop,"turkish hip hop, arabesk, turkish pop",solo,,Eskişehir,,,,,https://i.scdn.co/image/ab6761610000e5ebab4bb2714e20d649e682fe9b
Ümmet Özcan,Ummet Ozcan,7e1BNCygl2Gf7CX8LrByPv,620579.0,,,"big room, edm",,erkek,Putten,,Q15636208,"house müziği, trance, elektro-house, progressive house, tech trance, big room house",60.0,https://i.scdn.co/image/ab6761610000e5eb093d801d8e6e4b2440ce7109
Halodayı,Halodayı,1oR56GSDAFgtdKmSl6qU1r,612243.0,Turkish Hip Hop & Trap,turkish hip hop,"turkish hip hop, turkish pop, oyun havasi",solo,,Şanlıurfa,,,,,https://i.scdn.co/image/ab6761610000e5eb011b457a97cf582c0a454c21
Ceylan Ertem,Ceylan Ertem,2crPPfVdmrxn5yUHLQVqOI,611016.0,Turkish Rock,turkish singer-songwriter,"turkish pop, arabesk",solo,kadın,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5ebfdfe6b93647b5a800f32279e
Burcu Güneş,Burcu Güneş,7EJB9F3fv0x2ezht730D7F,604630.0,Turkish Pop,turkish pop,"turkish pop, arabesk",solo,kadın,İzmir,,,,,https://i.scdn.co/image/ab6761610000e5eb3dbc0b19420057606ce2b1e8
İdo Tatlıses,İdo Tatlıses,2OWh9iyVeIqJm04kwcaArP,585719.0,Turkish Pop,turkish pop,turkish pop,solo,,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eb91df0905079dc178e774b9f8
Atiye,Atiye,56g1u3Bu0S5072aksxyBei,583917.0,Turkish Pop,turkish pop,"turkish pop, t-pop",solo,kadın,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5ebe698b6ad0722e3050461836e
Sansar Salvo,Sansar Salvo,6hxb4rGrYXtrAZbUK7uzt9,580016.0,Turkish Hip Hop & Trap,turkish hip hop,turkish hip hop,solo,,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5ebc441826f3855e540525d07e2
Ozbi,Ozbi,4DG2pTwQBor7a6wtoEABau,569352.0,Turkish Hip Hop & Trap,turkish hip hop,"turkish hip hop, turkish pop",solo,erkek,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5ebb78c5f9f38c659149aad00ce
Mavi,Mavi,3BVPc9s4JXzM6O1InlLxED,560130.0,Turkish Hip Hop & Trap,new school turkce rap,turkish hip hop,solo,,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eb0bc98fb4c8729e64fb3ad8ac
Stabil,Stabil,3XjAYzwW3zGIi0OetnEIvU,558229.0,Turkish Hip Hop & Trap,turkish hip hop,turkish hip hop,solo,,Aydın,,,,,https://i.scdn.co/image/ab6761610000e5ebe4186a3d943bf5b337b5ca32
İntizar,İntizar,3mv52kRne0G5Las6jClwj0,557035.0,Turkish Sanat & Klasik,arabesk,"arabesk, oyun havasi, turkish pop",solo,kadın,Tunceli,,,,,https://i.scdn.co/image/ab6761610000e5ebb946dce1e980d58f5a6220b7
Zülfü Livaneli,Zülfü Livaneli,3ZV2kReDeCXgw0RJaPV5wX,556444.0,Turkish Folk,rumeli turkuleri,"anatolian rock, arabesk, turkish pop",solo,,Ilgın,,,,,https://i.scdn.co/image/ab6761610000e5ebad9bfc779a96097d56ed567f
Gökhan Özen,Gökhan Özen,3QLMLmISoZnFxUdzSoT6JB,553348.0,Turkish Pop,turkish pop,"turkish pop, t-pop",solo,erkek,Ankara,,,,,https://i.scdn.co/image/ab6761610000e5eb41cf96c95c5a8680abdaa30a
Deniz Tekin,Deniz Tekin,4TdvNk4wmn5DgBFiLDeCj0,551919.0,Turkish Rock,turkish alt pop,,solo,kadın,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eb4acc970d22d281ab0ca060cc
Wegh,Wegh,747jtvVsxwzOLCJeOOz3oT,547633.0,Turkish Hip Hop & Trap,new school turkce rap,turkish hip hop,,,,,,,,https://i.scdn.co/image/ab6761610000e5ebfd8fba06901f177c0c99fd7a
Halil Sezai,Halil Sezai,0Aoou2kIWXrzTOfhFzmNqa,546128.0,Turkish Pop,turkish pop,"arabesk, turkish pop",solo,,İstanbul,,,,,https://i.scdn.co/image/ab67616d0000b273fb7947835718bf85c2350444
Sakiler,Sakiler,25gzpFRLdteuie1gW4a4hK,538221.0,Turkish Pop,turkish pop,"turkish pop, arabesk",,,,,,,,https://i.scdn.co/image/ab6761610000e5eba3192af1c35f4fc7342d632b
Sinan Akçıl,Sinan Akçıl,31czVneIywpUwJTNOVviJx,537966.0,Turkish Pop,turkish pop,"turkish pop, t-pop",solo,erkek,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eb5ce894269c19aa0b2006d4c1
Şam,Şam,1GyfNm3xj64IZR4rKnzNti,534529.0,Turkish Hip Hop & Trap,turkish trap,turkish hip hop,solo,,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eb54778113c49b2832f4e5dbcd
Pilli Bebek,Pilli Bebek,63RFns47gk00mnHIQ8zTR1,528406.0,Turkish Rock,turkish rock,anatolian rock,grup,grup,Ankara,,,,,https://i.scdn.co/image/ab6761610000e5ebb60e05d1e9033f89abb5a2f2
Ersay Üner,Ersay Üner,6kf7koRM31Dgsj2WbByZpB,528116.0,Turkish Pop,turkish pop,turkish pop,solo,erkek,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eb5566d695d35b8c53b3245640
Bilal Hancı,Bilal Hancı,2wswrLV1o19frClh3pHxws,524744.0,Turkish Pop,karadeniz pop,"karadeniz folk, turkish pop",solo,erkek,Trabzon,,,,,https://i.scdn.co/image/ab6761610000e5eb7289e07c6fa03bb831dbf8dd
Cem Belevi,Cem Belevi,5yhN4qXpv9cghmJglovvmg,521318.0,Turkish Pop,turkish pop,turkish pop,solo,erkek,İzmir,,,,,https://i.scdn.co/image/ab6761610000e5eb3829b5dcf8e64529902afd15
AKDO,AKDO,17EAWIoXAMU9Vo9xRrdZQ0,519250.0,Turkish Hip Hop & Trap,,"turkish hip hop, turkish pop",Person,,,0b8da4f4-3574-49b7-afd6-8c7ee77ab50b,,,73.0,https://i.scdn.co/image/ab6761610000e5eb41f658bdefab10511c6a29e2
Mahsun Kırmızıgül,Mahsun Kırmızıgül,6MQG9Qgu1mfyG5AdqGWcnU,515520.0,Turkish Sanat & Klasik,arabesk,"arabesk, turkish pop, oyun havasi",solo,erkek,Hani,,,,,https://i.scdn.co/image/ab6761610000e5eb552029cbe257942d5a6ee4df
Bağzıları,Bağzıları,2WEI5FlFf3Zc5rOKTTLOJe,508277.0,Turkish Rock,turkish alternative rock,,grup,grup,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5ebe37d6a6a1278e081657b931b
Ozan Doğulu,Ozan Doğulu,6xLv41SHPrVVfvyGd1M7ut,504416.0,Turkish Pop,turkish pop,"turkish pop, t-pop",solo,erkek,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eb05e920fc3b82c8e3b034862f
